수산물품목코드,대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,이명,학명,한글과명,영문과명,수과원계통ID
630471,63,해면갑각류,04,새우류,71,좁은뿔민꽃새우,Domino shrimp,Parapenaeus sextuberculatus,보리새우과,Family Penaeidae,MF0007578
630472,63,해면갑각류,04,새우류,72,줄무늬꼬마도화새우,,Plesionika grandis,도화새우과,Family Pandalidae,
630473,63,해면갑각류,04,새우류,73,줄무늬꼬마새우,Indian lined shrimp,Lysmata vittata,꼬마새우과,Family Hipploytidae,MF0014814
630474,63,해면갑각류,04,새우류,74,줄새우,Lake prawn,Palaemon paucidens,징거미새우과,Family Palaemonidae,MF0001117
630475,63,해면갑각류,04,새우류,75,중국젓새우,Northern mauxia shrimp,Acetes chinensis,젓새우과,Family Sergestidae,MF0013682
630476,63,해면갑각류,04,새우류,76,큰손딱총새우,Forceps snapping shrimp,Alpheus digitalis,딱총새우과,Family Alpheidae,MF0004579
630477,63,해면갑각류,04,새우류,77,톱등자주새우,Hardshell shrimp,Aegaeon lacazei,자주새우과,Family Crangonidae,MF0001126
630478,63,해면갑각류,04,새우류,78,톱등큰꼬마새우,,Spirontocaris spinus,꼬마새우과,Family Hippolytidae,
630479,63,해면갑각류,04,새우류,79,홈발딱총새우,Flathead snapping shrimp,Alpheus bisincisus,딱총새우과,Family Alpheidae,MF0004578
630480,63,해면갑각류,04,새우류,80,흰줄꼬마도화새우,,Plesionika narval,도화새우과,Family Pandalidae,
630499,63,해면갑각류,04,새우류,99,기타새우류,,,,,
630500,63,해면갑각류,05,집게류,00,집게류,,,,,
630501,63,해면갑각류,05,집게류,01,가재아재비,,Allaxius princeps,가재아재비과,Family Axiidae,
630502,63,해면갑각류,05,집게류,02,갈색털손참집게,,Pagurus simulans,참집게과,Family Paguridae,
630503,63,해면갑각류,05,집게류,03,긴왼손집게,,Diogenes nitidimanus,넓적왼손집게과,Family Diogenidae,
630504,63,해면갑각류,05,집게류,04,바늘이마새우붙이,,Munida japonica,,,
630505,63,해면갑각류,05,집게류,05,북방참집게,,Pagurus ochotensis,집게과,Family Paguridae,MF0018731
630506,63,해면갑각류,05,집게류,06,새우붙이,,Galathea orientalis,새우붙이과,Family Galatheidae,
630507,63,해면갑각류,05,집게류,07,쏙,,Upogebia major,쏙과,Family Upogebiidae,MF0018848
630508,63,해면갑각류,05,집게류,08,오막손참집게,,Elassochirus cavimanus,참집게과,Family Paguridae,
630509,63,해면갑각류,05,집게류,09,제집참집게,,Pagurus constans,참집게과,Family Paguridae,
630510,63,해면갑각류,05,집게류,10,참집게,,Pagurus filholi,참집게과,Family Paguridae,
630511,63,해면갑각류,05,집게류,11,털줄왼손집게,,Dardanus arrosor,넓적왼손집게과,Family Diogenidae,
630599,63,해면갑각류,05,집게류,99,기타집게류,,,,,
639900,63,해면갑각류,99,기타해면갑각류,00,,,,,,
640000,64,해면연체류,00,,00,,,,,,
640100,64,해면연체류,01,갑오징어류,00,갑오징어류,,,,,
640101,64,해면연체류,01,갑오징어류,01,입술무늬갑오징어,"Kisslip cuttlefish, 입술무늬갑오징어, 무늬오징어, 눈무늬갑오징어",Sepia lycidas,갑오징어과,Family Sepiidae,MF0009250
640102,64,해면연체류,01,갑오징어류,02,쇠갑오징어,"Japanese spineless cuttlefish, 쇠오징어",Sepiella japonica,갑오징어과,Family Sepiidae,MF0006180
640103,64,해면연체류,01,갑오징어류,03,참갑오징어,"Golden cuttlefish, 참오징어, 갑오징어, 오징어",Sepia esculenta,갑오징어과,Family Sepiidae,MF0009730
640104,64,해면연체류,01,갑오징어류,04,갈색갑오징어,,Andrea cuttlefish,갑오징어과,Family Sepiidae,
640105,64,해면연체류,01,갑오징어류,05,거미갑오징어,,Sepia tenuipes,갑오징어과,Family Sepiidae,
640106,64,해면연체류,01,갑오징어류,06,긴다리갑오징어,,Sepia longipes,갑오징어과,Family Sepiidae,
640107,64,해면연체류,01,갑오징어류,07,꼬마갑오징어,,Sepia appellofi,갑오징어과,Family Sepiidae,
640108,64,해면연체류,01,갑오징어류,08,꽃갑오징어,,Sepia tullbergi,갑오징어과,Family Sepiidae,
640109,64,해면연체류,01,갑오징어류,09,납작갑오징어,,Sepia peterseni,갑오징어과,Family Sepiidae,
640110,64,해면연체류,01,갑오징어류,10,넓은붉갑오징어,,Sepia tokioensis,갑오징어과,Family Sepiidae,
640111,64,해면연체류,01,갑오징어류,11,두점갑오징어,,Sepia kobiensis,갑오징어과,Family Sepiidae,
640112,64,해면연체류,01,갑오징어류,12,바늘갑오징어,"Madokais cuttlefish, 바늘오징어, 가시오징어, 참꼴뚜기",Sepia (Platysepia) madokai,갑오징어과,Family Sepiidae,MF0009249
640113,64,해면연체류,01,갑오징어류,13,붉갑오징어,,Sepia misakiensis,갑오징어과,Family Sepiidae,
640114,64,해면연체류,01,갑오징어류,14,쌍봉갑오징어,,Sepia tokioensis,갑오징어과,Family Sepiidae,
640115,64,해면연체류,01,갑오징어류,15,표범무늬갑오징어,,Sepia pardex,,,
640116,64,해면연체류,01,갑오징어류,16,그물무늬갑오징어,,,,,
640199,64,해면연체류,01,갑오징어류,99,기타갑오징어류,,,,,
640200,64,해면연체류,02,꼴뚜기류,00,꼴뚜기류,,,,,
640201,64,해면연체류,02,꼴뚜기류,01,화살꼴뚜기,"Spear squid, 화살오징어, 한치",Loligo bleekeri,꼴뚜기과,Family Loliginidae,MF0010905
640202,64,해면연체류,02,꼴뚜기류,02,한치꼴뚜기,"Toryau yue(일본), Mitra squid, 넓적창오징어, 한치",Loligo chinesis,꼴뚜기과,Family Loliginidae,MF0010904
640203,64,해면연체류,02,꼴뚜기류,03,창꼴뚜기,"Godouika(일본), Swordtip squid, 등불오징어, 등불꼴뚜기",Loligo eduils,꼴뚜기과,Family Loliginidae,MF0006074
640204,64,해면연체류,02,꼴뚜기류,04,참꼴뚜기,"Beka squid, 꼴뚜기, 꼬마꼴뚜기",Loligo beka,꼴뚜기과,Family Loliginidae,MF0010906
640205,64,해면연체류,02,꼴뚜기류,05,흰꼴뚜기,"Big fin reef squid, 날개꼴뚜기, 흰오징어",Sepioteuthis lessoniana,꼴뚜기과,Family Loliginidae,MF0006174
640206,64,해면연체류,02,꼴뚜기류,06,반원니꼴뚜기,"Koika, Hiika(일본), Japanese squid, 반원니오징어, 반원니꼴뚜기, 일본오징어",Loligo japonica,꼴뚜기과,Family Loliginidae,MF0003209
640207,64,해면연체류,02,꼴뚜기류,07,꼬마꼴뚜기,,Loligo sumatrensis,꼴뚜기과,Family Loliginidae,
640208,64,해면연체류,02,꼴뚜기류,08,부도창꼴뚜기,,Loligo edulis budo,꼴뚜기과,Family Loliginidae,
640299,64,해면연체류,02,꼴뚜기류,99,기타꼴뚜기류,,,,,
640300,64,해면연체류,03,낙지류,00,낙지류,,,,,
640301,64,해면연체류,03,낙지류,01,낙지,"Whiparm octopus, 석어, 소팔초어",Octopus minor,문어과,Family Octopodidae,MF0012332
640302,64,해면연체류,03,낙지류,02,조개낙지,,Argonauta argo,집낙지과,Family Argonautidae,
640303,64,해면연체류,03,낙지류,03,집낙지,,Argonauta hians,집낙지과,Family Argonautidae,MF0003585
640399,64,해면연체류,03,낙지류,99,기타낙지류,,,,,
640400,64,해면연체류,04,문어류,00,문어류,,,,,
640401,64,해면연체류,04,문어류,01,눈큰문어,눈큰낙지,Octopus megalops,문어과,Family Octopodidae,MF0020141
640402,64,해면연체류,04,문어류,02,대문어,"North Pacific giant octopus, 물낚지, 물문어, 대문어, 대팔초어, 팔대어",Octopus dofleini,문어과,Family Octopodidae,MF0012328
640403,64,해면연체류,04,문어류,03,엔도문어,,Octopus yendoi,문어과,Family Octopodidae,
640404,64,해면연체류,04,문어류,04,보라문어,Common paper nautilus,Tremoctopus violaceus gracialis,보라문어과,Family Tremoctopodidae,MF0000468
640405,64,해면연체류,04,문어류,05,왜문어,"Common octopus, 왜문어, 피문어, 초어, 팔초어, 설어",Octopus vulgaris,문어과,Family Octopodidae,MF0009151
640406,64,해면연체류,04,문어류,06,피문어,"North Pacific giant octopus, Giant Pacific octopus, 대문어, 대팔초어, 팔대어, 물낙지",Paroctopus dofleini,문어과,Family Octopodidae,MF0011338
640407,64,해면연체류,04,문어류,07,문어,"North Pacific giant octopus, Giant Pacific octopus, 대문어, 대팔초어, 팔대어, 물낙지",Paroctopus dofleini,문어과,Family Octopodidae,MF0011338
640408,64,해면연체류,04,문어류,08,백문어,"North Pacific giant octopus, Giant Pacific octopus, 대문어, 대팔초어, 팔대어, 물낙지",Paroctopus dofleini,문어과,Family Octopodidae,MF0011338
640409,64,해면연체류,04,문어류,09,모래문어,,Octopus aegina,문어과,Family Octopodidae,
640410,64,해면연체류,04,문어류,10,참문어,,Octopus vulgaris,문어과,Family Octopodidae,
640499,64,해면연체류,04,문어류,99,기타문어류,,,,,
640500,64,해면연체류,05,오징어류,00,오징어류,,,,,
640501,64,해면연체류,05,오징어류,01,살오징어,"Japanese flying squid, 오징어, 피둥어꼴뚜기, 물오징어",Todarodes pacificus,빨강오징어과,Family Ommastrephidae,MF0001820
640502,64,해면연체류,05,오징어류,02,빨강오징어,,,살오징어과,Family Ommastrephidae,
640503,64,해면연체류,05,오징어류,03,웰링턴오징어,,Nototodarus sloani,,,
640504,64,해면연체류,05,오징어류,04,아르헨티나오징어,,Illex argentinus,살오징어과,Family Ommastrephidae,
640505,64,해면연체류,05,오징어류,05,아메리카대왕오징어,,Dosidicus gigas,,,
640506,64,해면연체류,05,오징어류,06,남방살오징어,피둥이꼴뚜기류,Sthenoteuthis oualaniensis,살오징어과,Family Ommastrephidae,MF0004790
640507,64,해면연체류,05,오징어류,07,대왕오징어,"Giant squid, 큰오징어,가문어",Architeuthis japonica,대왕오징어과,Family Architeuthidae,MF0000311
640508,64,해면연체류,05,오징어류,08,귀오징어,"Mimika bobtail, 귀꼴뚜기",Euprymna morsei,귀오징어과,Family Sepiolidae,MF0006371
640509,64,해면연체류,05,오징어류,09,갈고리흰오징어,"Schoolmaster gonate squid, 물오징어",Berryteuthis magister,갈고리흰오징어과,Family Gonatidae,MF0001540
640510,64,해면연체류,05,오징어류,10,갈구리오징어,,Onychoteuthis borealijaponica,손톱오징어과,Family Onychoteuthidae,MF0019028
640511,64,해면연체류,05,오징어류,11,매오징어,"Sparkling enope squid, 반디오징어(반디꼴뚜기), 반디불오징어(호래기, 송골매)",Watasenia scintillans,반디불매오징어과,Family Enoploteuthidae,MF0002175
640512,64,해면연체류,05,오징어류,12,왕손톱오징어,,Moroteuthis robusta,손톱오징어과,Family Onychoteuthidae,
640513,64,해면연체류,05,오징어류,13,좀귀오징어,"Butterfly bobtail, 좀귀꼴뚜기, 둥근귀꼴뚜기",Sepiola birostrata,귀오징어과,Family Sepiolidae,MF0006176
640514,64,해면연체류,05,오징어류,14,주머니귀오징어,"North pacific bobtail, 시계추귀오징어",Rossia pacifica,귀오징어과,Family Sepiolidae,MF0004403
640515,64,해면연체류,05,오징어류,15,지느러미오징어,,Ommasterphes sloani,지느러미오징어과,Family Thysanoteuthidae,MF0019024
640516,64,해면연체류,05,오징어류,16,투구귀오징어,,Sepiolina nipponensis,귀오징어과,Family Sepiolidae,
640517,64,해면연체류,05,오징어류,17,팔완향오징어,,Gonatopsis makko,갈고리오징어과,Family Gonatidae,
640518,64,해면연체류,05,오징어류,18,날개오징어,"Diamond back squid, 지느러미오징어, 지느러미꼴뚜기",Thysanoteuthis rhombus,지느러미오징어과,Family Thsanoteuthidae,MF0003875
640519,64,해면연체류,05,오징어류,19,반딧불오징어,,Enoploteuthis chunii,반딧불매오징어과,Family Enoploteuthidae,
640520,64,해면연체류,05,오징어류,20,키오징어,,,,,
640599,64,해면연체류,05,오징어류,99,기타오징어류,,,,,
640600,64,해면연체류,06,주꾸미류,00,주꾸미류,,,,,
640601,64,해면연체류,06,주꾸미류,01,주꾸미,"Webfoot octopus, 죽거미, 쯔그미, 금테문어",Octopus membranaceus,문어과,Family Octopodidae,MF0012331
640699,64,해면연체류,06,주꾸미류,99,기타주꾸미류,,,,,
649900,64,해면연체류,99,기타해면연체류,00,,,,,,
650000,65,해면포유류,00,,00,,,,,,
650100,65,해면포유류,01,고래류,00,고래류,,,,,
650101,65,해면포유류,01,고래류,01,밍크고래,"Minke whale, 멸치고래(북한명)",Balaenoptera acutorostrata,긴수염고래과,Family Balaenopteridae,MF0010316
650102,65,해면포유류,01,고래류,02,참고래,"Fin whale, 수염고래(북한명)",Balaenoptera physalus,긴수염고래과,Family Balaenopteridae,MF0003192
650103,65,해면포유류,01,고래류,03,귀신고래,"Gray whale, 푸른회색고래(북한명),쇠고래",Eschrichtius robustus,쇠돌고래과,Family Eschrichtiidae,MF0008360
650104,65,해면포유류,01,고래류,04,브라이드고래,Brydes whale,Balaenoptera edeni,긴수염고래과,Family Balaenopteridae,MF0010306
650105,65,해면포유류,01,고래류,05,혹등고래,"Humpback whale, 날개고래(북한명)",Megaptera novaeangliae,긴수염고래과,Family Balaenopteridae,MF0004157
650106,65,해면포유류,01,고래류,06,고양이고래,Melon-headed whale,Peponocephala electra,참돌고래과,Family Delphinidae,MF0013170
650107,65,해면포유류,01,고래류,07,고추돌고래,Northern right whale dolphin,Lissodelphis borealis,참돌고래과,Family Delphinidae,MF0004996
650108,65,해면포유류,01,고래류,08,긴부리돌고래,Spinner dolphin,Stenella longirostris,참돌고래과,Family Delphinidae,MF0003680
650109,65,해면포유류,01,고래류,09,긴부리참돌고래,"Long-beaked common dolphin, 돌고래(북한명)",Delphinus capensis,참돌고래과,Family Delphinidae,MF0002347
650110,65,해면포유류,01,고래류,10,까치돌고래,"Dalls porpoise, 작은곱등어(북한명)",Phocoenoides dalli,쇠돌고래과,Family Phocoenidae,MF0014630
650111,65,해면포유류,01,고래류,11,꼬마향고래,Pygmy sperm whale,Kogia breviceps,꼬마향고래과,Family Kogiidae,MF0013947
650112,65,해면포유류,01,고래류,12,낫돌고래,"Pacific white-sided dolphin, 곱등어(북한명)",Lagenorhynchus obliquidens,참돌고래과,Family Delphinidae,MF0011610
650113,65,해면포유류,01,고래류,13,대왕고래,"Blue whale, 흰수염고래(북한명)",Balaenoptera musculus,긴수염고래과,Family Balaenopteridae,MF0010305
650114,65,해면포유류,01,고래류,14,들고양이고래,Pygmy killer whale,Feresa attenuata,참돌고래과,Family Delphinidae,MF0007547
650115,65,해면포유류,01,고래류,15,들쇠고래,Short-finned pilot whale,Globicephala macrorhynchus,참돌고래과,Family Delphinidae,MF0011787
650116,65,해면포유류,01,고래류,16,민부리고래,Cuviers beaked whale,Ziphius cavirostris,부리고래과,Family Ziphiidae,MF0007683
650117,65,해면포유류,01,고래류,17,뱀머리돌고래,Rough-toothed dolphin,Steno bredanensis,참돌고래과,Family Delphinidae,MF0003690
650118,65,해면포유류,01,고래류,18,범고래,"Killer whale, 솔피(북한명)",Orcinus orca,참돌고래과,Family Delphinidae,MF0003453
650119,65,해면포유류,01,고래류,19,보리고래,Sei whale,Balaenoptera borealis,긴수염고래과,Family Balaenopteridae,MF0010315
650120,65,해면포유류,01,고래류,20,북방긴수염고래,Northern right whale,Eubalaena japonica,긴수염고래과,Family Balaenidae,MF0005774
650121,65,해면포유류,01,고래류,21,상괭이,"Finless porpoise, 무라치(북한명)",Neophocaena asiaeorientalis,쇠돌고래과,Family Phocoenidae,MF0012991
650122,65,해면포유류,01,고래류,22,쇠돌고래,Harbor porpoise,Phocoena phocoena,쇠돌고래과,Family Phocoenidae,MF0014628
650123,65,해면포유류,01,고래류,23,쇠향고래,Dwarf sperm whale,Kogia sima,꼬마향고래과,Family Kogiidae,MF0012155
650124,65,해면포유류,01,고래류,24,은행이빨부리고래,Ginko-toothed beaked whale,Mesoplodon ginkgodens,부리고래과,Family Ziphiidae,MF0001038
