수산물품목코드,대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,이명,학명,한글과명,영문과명,수과원계통ID
614402,61,해면어류,44,멸치류,02,반지,"Anchovy, 방디(한천), 반댕이(경기), 소어, 고소어(흑산도)",Setipinna taty,멸치과,Family Engraulidae,MF0004972
614403,61,해면어류,44,멸치류,03,웅어,Japanese grenadier anchovy,Coilia nasus,멸치과,Family Engraulidae,MF0014227
614404,61,해면어류,44,멸치류,04,싱어,Osbecks grenadier anchovy,Coilia mystus,멸치과,Family Engraulidae,MF0014232
614405,61,해면어류,44,멸치류,05,곤어리,,Thryssa koreana,멸치과,Family Engraulidae,MF0008315
614406,61,해면어류,44,멸치류,06,북멸,,Thryssa mystax,멸치과,Family Engraulidae,
614407,61,해면어류,44,멸치류,07,청멸,"Kammal thryssa, 멸치, 멸",Thryssa kammalensis,멸치과,Family Engraulidae,MF0008316
614408,61,해면어류,44,멸치류,08,풀반댕이,,Thryssa purava,멸치과,Family Engraulidae,MF0001147
614409,61,해면어류,44,멸치류,09,풀반지,,Thryssa hamiltoni,멸치과,Family Engraulidae,MF0015274
614499,61,해면어류,44,멸치류,99,기타멸치류,,,,,
614500,61,해면어류,45,명태류,00,명태류,,,,,
614501,61,해면어류,45,명태류,01,명태,"Walleye pollock, Alaska pollock, 북어, 동태, 선태, 망태, 조태, 왜태, 매태, 애기태, 막물태, 강태, 은어바지, 섣달바지, 더덕북어, 명태어, 노가리",Theragra chalcogramma,대구과,Family Gadidae,MF0007745
614502,61,해면어류,45,명태류,02,코다리,"Walleye pollock, Alaska pollock, 북어, 동태, 선태, 망태, 조태, 왜태, 매태, 애기태, 막물태, 강태, 은어바지, 섣달바지, 더덕북어, 명태어, 노가리",Theragra chalcogramma,대구과,Family Gadidae,MF0007745
614503,61,해면어류,45,명태류,03,황태,"Walleye pollock, Alaska pollock, 북어, 동태, 선태, 망태, 조태, 왜태, 매태, 애기태, 막물태, 강태, 은어바지, 섣달바지, 더덕북어, 명태어, 노가리",Theragra chalcogramma,대구과,Family Gadidae,MF0007745
614504,61,해면어류,45,명태류,04,북어,"Walleye pollock, Alaska pollock, 북어, 동태, 선태, 망태, 조태, 왜태, 매태, 애기태, 막물태, 강태, 은어바지, 섣달바지, 더덕북어, 명태어, 노가리",Theragra chalcogramma,대구과,Family Gadidae,MF0007745
614505,61,해면어류,45,명태류,05,노가리,"Walleye pollock, Alaska pollock, 북어, 동태, 선태, 망태, 조태, 왜태, 매태, 애기태, 막물태, 강태, 은어바지, 섣달바지, 더덕북어, 명태어, 노가리",Theragra chalcogramma,대구과,Family Gadidae,MF0007745
614506,61,해면어류,45,명태류,06,명란,"Walleye pollock, Alaska pollock, 북어, 동태, 선태, 망태, 조태, 왜태, 매태, 애기태, 막물태, 강태, 은어바지, 섣달바지, 더덕북어, 명태어, 노가리",Theragra chalcogramma,대구과,Family Gadidae,MF0007745
614599,61,해면어류,45,명태류,99,기타명태류,,,,,
614600,61,해면어류,46,물꽃치류,00,물꽃치류,,,,,
614601,61,해면어류,46,물꽃치류,01,물꽃치,Surfsardine,Iso flosmaris,물꽃치과,Family Notocheiridae,MF0001258
614699,61,해면어류,46,물꽃치류,99,기타물꽃치류,,,,,
614700,61,해면어류,47,물멸류,00,물멸류,,,,,
614701,61,해면어류,47,물멸류,01,물멸,,Chirocentrus dorab,물멸과,Family Chirocentridae,MF0000774
614702,61,해면어류,47,물멸류,02,발광멸,,Aldrovandia affinis,발광멸과,Family Halosuridae,
614799,61,해면어류,47,물멸류,99,기타물멸류,,,,,
614800,61,해면어류,48,물수배기류,00,물수배기류,,,,,
614801,61,해면어류,48,물수배기류,01,고무꺽정이,Spinyhead sculpin,Dasycottus setiger,물수배기과,Family Psychrolutidae,MF0001731
614802,61,해면어류,48,물수배기류,02,물수배기,,Psychrolutes paradoxus,물수배기과,Family Psychrolutidae,
614803,61,해면어류,48,물수배기류,03,얼룩수배기,Hunchback scupin,Malacocottus zonurus,물수배기과,Family Psychrolutidae,MF0011968
614804,61,해면어류,48,물수배기류,04,울꺽정이,,Dasycottus sp.,물수배기과,Family Psychrolutidae,MF0001732
614805,61,해면어류,48,물수배기류,05,털수배기,Smoothcheek sculpin,Eurymen gyrinus,물수배기과,Family Psychrolutidae,MF0013266
614806,61,해면어류,48,물수배기류,06,주먹물수배기,Darkfin sculpin,Malacocottus gibber,물수배기과,Family Psychrolutidae,MF0011966
614899,61,해면어류,48,물수배기류,99,기타물수배기류,,,,,
614900,61,해면어류,49,미올비늘치류,00,미올비늘치류,,,,,
614901,61,해면어류,49,미올비늘치류,01,미올비늘치,,Neoscopelus microchir,미올비늘치과,Family Neoscopelidae,MF0018966
614999,61,해면어류,49,미올비늘치류,99,기타미올비늘치류,,,,,
615000,61,해면어류,50,민어류,00,민어류,,,,,
615001,61,해면어류,50,민어류,01,민어,"Mi-iuy croaker, Brown croaker, 개우치, 홍치(전남), 불등거리, 보굴치, 가리, 어스래기, 상민어",Miichthys miiuy,민어과,Family Sciaenidae,MF0003239
615002,61,해면어류,50,민어류,02,뉴지부시돔,Orange roughy,Hoplostethus atlanticus,,,
615003,61,해면어류,50,민어류,03,긴가이석태,Bobo croaker,Pseudotolithus elongatus,민어과,Family Sciaenidae,MF0002463
615004,61,해면어류,50,민어류,04,섬민어,,,,,
615005,61,해면어류,50,민어류,05,점민어,"Spot croaker,점조기",Leiostomus xanthurus,민어과,Family Sciaenidae,MF0001946
615006,61,해면어류,50,민어류,06,대두이석태,Big-head pennah croaker,Pennahia macrocephalus,민어과,Family Sciaenidae,MF0005394
615007,61,해면어류,50,민어류,07,큰민어,,Nibea japonica,,,
615008,61,해면어류,50,민어류,08,민태,"Belenger's jewfish, 민태(평남 선천), 봉금이(평남, 철산)",Johnius grypotus,민어과,Family Sciaenidae,MF0008381
615009,61,해면어류,50,민어류,09,황금리브민어,Reeves croaker,Chrysochir aureus,민어과,Family Sciaenidae,MF0005882
615010,61,해면어류,50,민어류,10,가이석태속,Croaker,Pseudotolithus sp.,민어과,Family Sciaenidae,MF0008483
615011,61,해면어류,50,민어류,11,꼬리검정민태,Sharp-toothed hammer croaker,Johnius vogleri,민어과,Family Sciaenidae,MF0015086
615012,61,해면어류,50,민어류,12,꼬마민어,Blackspotted croaker,Protonibea diacanthus,민어과,Family Sciaenidae,MF0006714
615013,61,해면어류,50,민어류,13,대서양꼬마민어,"Atlantic croaker, Hardhead",Micropogon undulatus,민어과,Family Sciaenidae,MF0009805
615014,61,해면어류,50,민어류,14,대안이석태,Bigeye croaker,Pennahia macrophthalmus,민어과,Family Sciaenidae,MF0005393
615015,61,해면어류,50,민어류,15,동갈민어,Nibe croaker,Nibea mitsukurii,민어과,Family Sciaenidae,MF0007186
615016,61,해면어류,50,민어류,16,동등이석태,Geelbeck croaker,Atractoscion aequidens,민어과,Family Sciaenidae,MF0006914
615017,61,해면어류,50,민어류,17,등갈민태,Croaker,Johnius belangerii,민어과,Family Sciaenidae,MF0008383
615018,61,해면어류,50,민어류,18,붉은이석태,Tiger-toothed croaker,Otolithes ruber,민어과,Family Sciaenidae,MF0006535
615019,61,해면어류,50,민어류,19,세네갈가이석태,Cassava croaker,Pseudotolithus senegalensis,민어과,Family Sciaenidae,MF0008484
615020,61,해면어류,50,민어류,20,영상가이석태,Longneck croaker,Pseudotolithus typus,민어과,Family Sciaenidae,MF0008486
615021,61,해면어류,50,민어류,21,파마이석태,Pama croaker,Otolithoides pama,민어과,Family Sciaenidae,MF0006525
615022,61,해면어류,50,민어류,22,홍민어,,Sciaenops ocellatus,,Family Sciaenidae,
615099,61,해면어류,50,민어류,99,기타민어류,,,,,
615100,61,해면어류,51,민태류,00,민태류,,,,,
615101,61,해면어류,51,민태류,01,꼬리민태,,Coelorinchus japonicus,민태과,Family Macrouridae,
615102,61,해면어류,51,민태류,02,무줄비늘치,,Coleorhyncus longissimus,민태과,Family Macrouridae,
615103,61,해면어류,51,민태류,03,줄비늘치,Japanese grenadier,Caelorinchus multispinulosus,민태과,Family Macrouridae,MF0008499
615104,61,해면어류,51,민태류,04,회초리꼬리민태,Thorntooth grenadier,Lepidorhynchus denticulatus,민태과,Family Macrouridae,MF0011183
615199,61,해면어류,51,민태류,99,기타민태류,,,,,
615200,61,해면어류,52,밀크피쉬류,00,밀크피쉬류,,,,,
615201,61,해면어류,52,밀크피쉬류,01,밀크피쉬,,Chanos chanos,,,
615299,61,해면어류,52,밀크피쉬류,99,기타밀크피쉬류,,,,,
615300,61,해면어류,53,바다빙어류,00,바다빙어류,,,,,
615301,61,해면어류,53,바다빙어류,01,열빙어,"Capelin, Candlefish",Mallotus villosus,바다빙어과,Family Osmeridae,MF0004524
615302,61,해면어류,53,바다빙어류,02,바다빙어,,Osmerus dentex,바다빙어과,Family Osmeridae,MF0018955
615399,61,해면어류,53,바다빙어류,99,기타바다빙어류,,,,,
615400,61,해면어류,54,바닥가시치류,00,바닥가시치류,,,,,
615401,61,해면어류,54,바닥가시치류,01,바닥가시치,,Bathymaster derjugini,바닥가시치과,Family Bathymasteridae,
615499,61,해면어류,54,바닥가시치류,99,기타바닥가시치류,,,,,
615500,61,해면어류,55,바리류,00,바리류,,,,,
615501,61,해면어류,55,바리류,01,다금바리,"Sawedged, 구문쟁이(제주도), 펄농어(부산)",Niphon spinosus,바리과,Family Serranidae,MF0014434
615502,61,해면어류,55,바리류,02,큰입우럭,,,,,
615503,61,해면어류,55,바리류,03,능성어,Convict grouper,Epinephelus septemfasciatus,바리과,Family Serranidae,MF0007233
615504,61,해면어류,55,바리류,04,자바리,,Epinephelus bruneus,바리과,Family Serranidae,MF0015073
615505,61,해면어류,55,바리류,05,별우럭,,Epinephelus fario,바리과,Family Serranidae,MF0015069
615506,61,해면어류,55,바리류,06,구실우럭,,Epinephelus chlorostigma,바리과,Family Serranidae,MF0015074
615507,61,해면어류,55,바리류,07,꽃돔,,Sacura margaritacea,바리과,Family Serranidae,
615508,61,해면어류,55,바리류,08,알락우럭,,Epinephelus megachir,바리과,Family Serranidae,
615509,61,해면어류,55,바리류,09,대문바리,Areolate rockcod,Epinephelus areolatus,바리과,Family Serranidae,MF0007768
615510,61,해면어류,55,바리류,10,붉바리,"Hong Kong grouper, 붉바리, 붉발(제주)",Epinephelus akaara,바리과,Family Serranidae,MF0007769
615511,61,해면어류,55,바리류,11,가시우럭,,Liopropoma japonicum,바리과,Family Serranidae,
615512,61,해면어류,55,바리류,12,각시돔,Princes small porgy,Chelidoperca hirundinacea,바리과,Family Serranidae,MF0008931
615513,61,해면어류,55,바리류,13,갈색둥근바리,Estuary cod,Epinephelus coioides,바리과,Family Serranidae,MF0015075
615514,61,해면어류,55,바리류,14,금강바리,,Pseudanthias squamipinnis,바리과,Family Serranidae,
615515,61,해면어류,55,바리류,15,꽃자리,,Caprodon longimanus,바리과,Family Serranidae,
615516,61,해면어류,55,바리류,16,날바리,,Trisotropis dermopterus,바리과,Family Serranidae,
615517,61,해면어류,55,바리류,17,단줄우럭,,Liopropoma latifasciatum,바리과,Family Serranidae,MF0000224
615518,61,해면어류,55,바리류,18,닻줄바리,,Epinephelus poecilonotus,바리과,Family Serranidae,MF0007231
615519,61,해면어류,55,바리류,19,도도바리,"Deep sea bass, banded grouper, yellow grouper, 도도어",Epinephelus awoara,바리과,Family Serranidae,MF0015072
615520,61,해면어류,55,바리류,20,무늬바리,,Plectropomus leopardus,바리과,Family Serranidae,
615521,61,해면어류,55,바리류,21,붉벤자리,"Schlegel's red bass, 붉벤자리(경남)",Calprodon schlegelii,바리과,Family Serranidae,MF0003328
615522,61,해면어류,55,바리류,22,연붉돔,,Plectranthias japonicus,바리과,Family Serranidae,
615523,61,해면어류,55,바리류,23,우각바리,Eastern flower porgy,Plectranthias kelloggi azumanus,바리과,Family Serranidae,MF0013529
615524,61,해면어류,55,바리류,24,육돈바리,,Plesiops coeruleolineatus,육돈바리과,Family Plesiopidae,
615525,61,해면어류,55,바리류,25,육색줄바리,"Sixbar grouper, Sixbar rockcod",Epinephelus sexfasciatus,바리과,Family Serranidae,MF0007232
615526,61,해면어류,55,바리류,26,장미돔,,Pseudanthias elongatus,바리과,Family Serranidae,
615527,61,해면어류,55,바리류,27,점줄우럭,,Epinephelus epistictus,바리과,Family Serranidae,
615528,61,해면어류,55,바리류,28,종대우럭,Striped grouper,Epinephelus latifasciatus,바리과,Family Serranidae,MF0015071
615529,61,해면어류,55,바리류,29,통의바리,Blue spot rock-cod,Cephalopholis miniata,바리과,Family Serranidae,MF0007063
615530,61,해면어류,55,바리류,30,홍바리,,Epinephelus fasciatus,바리과,Family Serranidae,MF0015070
615531,61,해면어류,55,바리류,31,황줄바리,,Aulacocephalus temmincki,바리과,Family Serranidae,
615532,61,해면어류,55,바리류,32,흉기흑점바리,Malabar grouper,Epinephelus malabaricus,바리과,Family Serranidae,MF0015076
615533,61,해면어류,55,바리류,33,갈색점바리,브라운마블드그루퍼,Epinephelus fuscoguttatus,바리과,Family Serranidae,
615534,61,해면어류,55,바리류,34,대왕바리,자이언트그루퍼,Epinephelus lanceolatus,바리과,Family Serranidae,
615535,61,해면어류,55,바리류,35,잡종그루퍼,,Epinephelus lanceolatus x Epinephelus fuscoguttatus,,Family Serranidae,
615536,61,해면어류,55,바리류,36,하이브리드바리,,Epinephelus lanceolatus x Epinephelus fuscoguttatus,바리과,Family Serranidae,
615599,61,해면어류,55,바리류,99,기타바리류,,,,,
615600,61,해면어류,56,방어류,00,방어류,,,,,
615601,61,해면어류,56,방어류,01,방어,"Japanese amberjack, 무태방어, 마래미(함남), 마르미, 떡마르미, 방치마르미(강원), 사배기(경북)",Seriola quinqueradiata,전갱이과,Family Carangidae,MF0012929
615602,61,해면어류,56,방어류,02,부시리,"Yellowtail amberjack, 부시리(통영), 부수리(전북), 납작방어(포항)",Seriola lalandi,전갱이과,Family Carangidae,MF0012930
615603,61,해면어류,56,방어류,03,잿방어,"Greater amberjack, 배기(제주도), 납작방어(포항)",Seriola dumerili,전갱이과,Family Carangidae,MF0006181
615604,61,해면어류,56,방어류,04,참치방어,Rainbow runner,Elagatis bipinnulata,전갱이과,Family Carangidae,MF0011604
615605,61,해면어류,56,방어류,05,동갈방어,Pilot fish,Naucrates ductor,전갱이과,Family Carangidae,MF0014168
615606,61,해면어류,56,방어류,06,매지방어,"Black-banded kingfish, 매지방어(경남)",Seriolina nigrofasciata,전갱이과,Family Carangidae,MF0012925
615699,61,해면어류,56,방어류,99,기타방어류,,,,,
615700,61,해면어류,57,배불뚝류,00,배불뚝류,,,,,
615701,61,해면어류,57,배불뚝류,01,배불뚝치,Moonfish,Mene maculata,배불뚝과,Family Menidae,MF0004732
615799,61,해면어류,57,배불뚝류,99,기타배불뚝류,,,,,
615800,61,해면어류,58,뱅어류,00,뱅어류,,,,,
615801,61,해면어류,58,뱅어류,01,뱅어,Ice fish,Salangichthys microdon,뱅어과,Family Salangidae,MF0011424
615802,61,해면어류,58,뱅어류,02,국수뱅어,"Ariake ice fish, 서남뱅어",Salanx ariakensis,뱅어과,Family Salangidae,MF0006217
615803,61,해면어류,58,뱅어류,03,도화뱅어,"Flower ice fish, 서선뱅어",Neosalanx andersoni,뱅어과,Family Salangidae,MF0004115
615804,61,해면어류,58,뱅어류,04,벚꽃뱅어,"Cherry ice fish, 달거지뱅어",Hemisalanx prognathus,뱅어과,Family Salangidae,MF0004783
615805,61,해면어류,58,뱅어류,05,붕퉁뱅어,King ice fish,Protosalanx chinensis,뱅어과,Family Salangidae,MF0012137
615806,61,해면어류,58,뱅어류,06,실뱅어,"Short ice fish, 압록뱅어",Neosalanx hubbsi,뱅어과,Family Salangidae,MF0004114
615807,61,해면어류,58,뱅어류,07,젓뱅어,애기뱅어,Neosalanx jordani,뱅어과,Family Salangidae,MF0004117
615899,61,해면어류,58,뱅어류,99,기타뱅어류,,,,,
615900,61,해면어류,59,베도라치류,00,베도라치류,,,,,
615901,61,해면어류,59,베도라치류,01,실치(흰베도라치),흰베도라치,Pholis fangi,,,
615902,61,해면어류,59,베도라치류,02,흰베도라치,실치,Pholis fangi,황줄베도라치과,Family Pholidae,
615903,61,해면어류,59,베도라치류,03,가막베도라치,,Enneapterygius etheostomus,먹도라치과,Family Tripterygiidae,
615904,61,해면어류,59,베도라치류,04,골베도라치,,Omobranchus punctatus,청베도라치과,Family Blenniidae,
615905,61,해면어류,59,베도라치류,05,대강베도라치,,Istiblennius enosimae,청베도라치과,Family Blenniidae,MF0008120
615906,61,해면어류,59,베도라치류,06,두줄베도라치,,Petroscirtes breviceps,청베도라치과,Family Blenniidae,MF0011892
615907,61,해면어류,59,베도라치류,07,비늘베도라치,,Neoclinus bryope,비늘베도라치과,Family Labrysomidae,
615908,61,해면어류,59,베도라치류,08,앞동갈베도라치,,Omobranchus elegans,청베도라치과,Family Blenniidae,
615909,61,해면어류,59,베도라치류,09,오색베도라치,,Pholis ornatus,황줄베도라치과,Family Pholididae,MF0012681
615910,61,해면어류,59,베도라치류,10,저울베도라치,,Entomacrodus stellifer,청베도라치과,Family Blenniidae,
615911,61,해면어류,59,베도라치류,11,점베도라치,,Pholis crassispina,황줄베도라치과,Family Pholidae,
615912,61,해면어류,59,베도라치류,12,청베도라치,,Parablennius yatabei,청베도라치과,Family Blenniidae,
615913,61,해면어류,59,베도라치류,13,황줄베도라치,,Rhodymenichthys dolichogaster,황줄베도라치과,Family Pholidae,
615914,61,해면어류,59,베도라치류,14,베도라치,Tidepool gunnel,Pholis nebulosa,황줄베도라치과,Family Pholididae,MF0012680
615999,61,해면어류,59,베도라치류,99,기타베도라치류,,,,,
616000,61,해면어류,60,병어류,00,병어류,,,,,
616001,61,해면어류,60,병어류,01,병어,"Silver pomfret, 병치(전남), 편어(서해안), 벵어(철산), 병단이(진남포), 벵에(경남)",Pampus argenteus,병어과,Family Stromateidae,MF0009077
616002,61,해면어류,60,병어류,02,덕대,"Korean pomfret, 큰벵치(부산), 고려병어",Pampus echinogaster,병어과,Family Stromateidae,MF0009078
616003,61,해면어류,60,병어류,03,남방병어,,,,,
616099,61,해면어류,60,병어류,99,기타병어류,,,,,
616100,61,해면어류,61,보리멸류,00,보리멸류,,,,,
616101,61,해면어류,61,보리멸류,01,청보리멸,Japanese sillago,Sillago japonica,보리멸과,Family Sillaginidae,MF0003809
616102,61,해면어류,61,보리멸류,02,보리멸,"Sand smelt, Silver whiting",Sillago sihama,보리멸과,Family Sillaginidae,MF0003808
616199,61,해면어류,61,보리멸류,99,기타보리멸류,,,,,
616200,61,해면어류,62,복류,00,복류,,,,,
616201,61,해면어류,62,복류,01,매리복,"Vermiculated puffer, 벌레복아지, 벌레복",Takifugu vermicularis,참복과,Family Tetraodontidae,MF0011333
616202,61,해면어류,62,복류,02,자주복,"Japanese pufferfish, 참복(부산), 가지복(동해안), 점복(여수), 복복어, 북북어(함남)",Takifugu rubripes,참복과,Family Tetraodontidae,MF0011327
616203,61,해면어류,62,복류,03,검복,"Globe fish, Purple puffer",Takifugu porphyreus,참복과,Family Tetraodontidae,MF0011330
616204,61,해면어류,62,복류,04,밀복,Green rough-backed puffer,Lagocephalus lunaris,참복과,Family Tetraodontidae,MF0011608
616205,61,해면어류,62,복류,05,흰점참복,,Takifugu pseudommus,참복과,Family Tetraodontidae,
616206,61,해면어류,62,복류,06,까치복,"Striped puffer, Yellowfin puffer, 까치복아지",Takifugu xanthopterus,참복과,Family Tetraodontidae,MF0011332
616207,61,해면어류,62,복류,07,참복,Eyespot puffer,Takifugu chinensis,참복과,Family Tetraodontidae,MF0013848
616208,61,해면어류,62,복류,08,복섬,"Grass puffer, 졸복아지",Takifugu niphobles,참복과,Family Tetraodontidae,MF0007893
616209,61,해면어류,62,복류,09,졸복,"Panther puffer, 밀복, 노랑복(여수)",Takifugu pardalis,참복과,Family Tetraodontidae,MF0011328
616210,61,해면어류,62,복류,10,황복,River puffer,Takifugu obscurus,참복과,Family Tetraodontidae,MF0011329
616211,61,해면어류,62,복류,11,은밀복,Green rough-backed puffer,Lagocephalus wheeleri,참복과,Family Tetraodontidae,MF0011616
616212,61,해면어류,62,복류,12,신점복,,,,,
616213,61,해면어류,62,복류,13,민밀복,"Smooth blaasop, Smooth-backed blowfish",Lagocephalus inermis,참복과,Family Tetraodontidae,MF0011607
616214,61,해면어류,62,복류,14,가시복,Long-spine porcupinefish,Diodon holocanthus,가시복과,Family Diodontidae,MF0014349
616215,61,해면어류,62,복류,15,흑밀복,"Brown-backed toadfish, Dark rough-backed puffer",Lagocephalus gloveri,참복과,Family Tetraodontidae,MF0011611
616216,61,해면어류,62,복류,16,은띠복,,,,,
616217,61,해면어류,62,복류,17,황점복,,Takifugu flavidus,참복과,Family Tetraodontidae,
616218,61,해면어류,62,복류,18,강담복,,Chilomycterus affinis,가시복과,Family Diodontidae,
616219,61,해면어류,62,복류,19,거북복,Bluespotted boxfish,Ostracion immaculatus,거북복과,Family Ostraciidae,MF0008495
616220,61,해면어류,62,복류,20,까칠복,,Takifugu stictonotus,참복과,Family Tetraodontidae,MF0011326
616221,61,해면어류,62,복류,21,꺼끌복,Star puffer,Arothron stellatus,참복과,Family Tetraodontidae,MF0005739
616222,61,해면어류,62,복류,22,망복,,Takifugu reticularis,참복과,Family Tetraodontidae,
616223,61,해면어류,62,복류,23,바실복,,Takifugu basileskianus,참복과,Family Tetraodontidae,
616224,61,해면어류,62,복류,24,별복,,Boesemanichthys firmamentum,참복과,Family Tetraodontidae,MF0002846
616225,61,해면어류,62,복류,25,불뚝복,,Triodon macropterus,불뚝복과,Family Triodontidae,
616226,61,해면어류,62,복류,26,불룩복,Blunthead puffer,Sphoeroides pachygaster,참복과,Family Tetraodontidae,MF0011107
616227,61,해면어류,62,복류,27,뿔복,,Lactoria cornuta,거북복과,Family Ostraciidae,
616228,61,해면어류,62,복류,28,육각복,,Kentrocapros aculeatus,거북복과,Family Ostraciidae,
616229,61,해면어류,62,복류,29,청복,,Canthigaster rivulata,참복과,Family Tetraodontidae,MF0010469
616230,61,해면어류,62,복류,30,황해흰점복,,Takifugu alboplumbeus,참복과,Family Tetraodontidae,
616231,61,해면어류,62,복류,31,흑점꺼끌복,,Arothron nigropunctatus,참복과,Family Tetraodontidae,
616232,61,해면어류,62,복류,32,흰점꺼끌복,White-spotted puffer,Arothron hispidus,참복과,Family Tetraodontidae,MF0013496
616233,61,해면어류,62,복류,33,흰점복,Finepatterned puffer,Takifugu poecilonotus,참복과,Family Tetraodontidae,MF0011331
616299,61,해면어류,62,복류,99,기타복류,,,,,
616300,61,해면어류,63,볼락류,00,볼락류,,,,,
616301,61,해면어류,63,볼락류,01,조피볼락,Korean rockfish,Sebastes schlegelii,양볼락과,Family Scorpaenidae,MF0000577
616302,61,해면어류,63,볼락류,02,쏨뱅이,Mabled rockfish,Sebastiscus marmoratus,양볼락과,Family Scorpaenidae,MF0009212
616303,61,해면어류,63,볼락류,03,금은볼락,"Black rockfish,검정볼락",Sebastes melanops,양볼락과,Family Scorpaenidae,MF0019000
616304,61,해면어류,63,볼락류,04,쑤기미,Devil stinger,Inimicus japonicus,양볼락과,Family Scorpaenidae,MF0008694
616305,61,해면어류,63,볼락류,05,개볼락,"Spotbelly rockfish, blass bloched rockfish",Sebastes pachycephalus,양볼락과,Family Scorpaenidae,MF0000571
616306,61,해면어류,63,볼락류,06,우럭볼락,"Armorclad rockfish, 우럭(황해도), 쑤기미, 똥새기(통영), 우레기(강원도)",Sebastes hubbsi,양볼락과,Family Scorpaenidae,MF0008776
616307,61,해면어류,63,볼락류,07,홍살치,Broadbanded thornyhead,Sebastolobus macrochir,양볼락과,Family Scorpaenidae,MF0009211
616308,61,해면어류,63,볼락류,08,장문볼락,"Pacific ocean perch, Longjaw rockfish",Sebastes alutus,양볼락과,Family Scorpaenidae,MF0015057
616309,61,해면어류,63,볼락류,09,볼락,"Dark-banded rockfish, 뽈낙이, 뽈낙구, 열기, 순볼래기(전남), 꺽저구(경북), 열광이, 우레기, 구럭(함남), 열갱이(강원),먹볼락",Sebastes inermis,양볼락과,Family Scorpaenidae,MF0008770
616310,61,해면어류,63,볼락류,10,쭈굴감펭,,Scorpaena miostoma,양볼락과,Family Scorpaenidae,MF0003709
616311,61,해면어류,63,볼락류,11,황볼락,Scorpion fish,Sebastes owstoni,양볼락과,Family Scorpaenidae,MF0000572
616312,61,해면어류,63,볼락류,12,양볼락,Northern rockfish,Sebastes polyspinis,양볼락과,Family Scorpaenidae,MF0000570
616313,61,해면어류,63,볼락류,13,홍감펭,"Rosefish, Hilgendorf saucord",Helicolenus hilgendorfi,양볼락과,Family Scorpaenidae,MF0010406
616314,61,해면어류,63,볼락류,14,한볼락,Rougheye rockfish,Sebastes aleutianus,양볼락과,Family Scorpaenidae,MF0015058
616315,61,해면어류,63,볼락류,15,미역치,Racehorse,Hypodytes rubripinnis,양볼락과,Family Scorpaenidae,MF0004119
616316,61,해면어류,63,볼락류,16,붉은쏨뱅이,Scorpion fish,Sebastiscus tertius,양볼락과,Family Scorpaenidae,MF0009209
616317,61,해면어류,63,볼락류,17,노랑볼락,,Sebastes steindachneri,양볼락과,Family Scorpaenidae,MF0000575
616318,61,해면어류,63,볼락류,18,놀락감펭,,Scorpaenopsis diabolus,양볼락과,Family Scorpaenidae,
616319,61,해면어류,63,볼락류,19,누루시볼락,,Sebastes vulpes,양볼락과,Family Scorpaenidae,MF0009207
616320,61,해면어류,63,볼락류,20,눌치볼락,,Sebastes ijimae,양볼락과,Family Scorpaenidae,
616321,61,해면어류,63,볼락류,21,도화볼락,,Sebastes joyneri,양볼락과,Family Scorpaenidae,MF0008771
616322,61,해면어류,63,볼락류,22,돌삼뱅이,,Sebastes baramenuke,양볼락과,Family Scorpaenidae,MF0008774
616323,61,해면어류,63,볼락류,23,띠볼락,,Sebastes zonatus,양볼락과,Family Scorpaenidae,MF0009204
616324,61,해면어류,63,볼락류,24,말락볼락,,Sebastes wakiyai,양볼락과,Family Scorpaenidae,
616325,61,해면어류,63,볼락류,25,말락쏠치,Dwarf stingfish,Minous pusillus,양볼락과,Family Synanceiidae,MF0010348
616326,61,해면어류,63,볼락류,26,벌감펭,,Apistus carinatus,양볼락과,Family Scorpaenidae,
616327,61,해면어류,63,볼락류,27,불볼락,Goldeye rockfish,Sebastes thompsoni,양볼락과,Family Scorpaenidae,MF0000568
616328,61,해면어류,63,볼락류,28,붉감펭,"Yellowbarred red rockfish, 붉감펭(서해안)",Sebastiscus albofasciatus,양볼락과,Family Scorpaenidae,MF0009206
616329,61,해면어류,63,볼락류,29,살살치,"Izu scorpionfish, sting fish, 살사알치(통영)",Scorpaena neglecta,양볼락과,Family Scorpaenidae,MF0003699
616330,61,해면어류,63,볼락류,30,세줄볼락,Threestripe rockfish,Sebastes trivittatus,양볼락과,Family Scorpaenidae,MF0000567
616331,61,해면어류,63,볼락류,31,쏠배감펭,"Butterfly fish, fireworks fish, sting fish, lion fish, 쫌뱅이(순천), 북제어, 심방우럭(우도), 쏘치우럭(한림)",Pterois lunulata,양볼락과,Family Scorpaenidae,MF0014654
616332,61,해면어류,63,볼락류,32,쑥감펭,Weady stingfish,Scorpaenopsis cirrosa,양볼락과,Family Scorpaenidae,MF0003702
616333,61,해면어류,63,볼락류,33,점감펭,"Scorpion fish, Fire fish",Scorpaena onaria,양볼락과,Family Scorpaenidae,MF0003700
616334,61,해면어류,63,볼락류,34,제주쏠치,,Minous quincarinatus,양볼락과,Family Scorpaenidae,
616335,61,해면어류,63,볼락류,35,좀볼락,Minor rockfish,Sebastes minor,양볼락과,Family Scorpaenidae,MF0008778
616336,61,해면어류,63,볼락류,36,탁자볼락,White-edged rockfish,Sebastes taczanowskii,양볼락과,Family Scorpaenidae,MF0000573
