Country (Country),ASFIS species (CPC class),FAO major fishing area (FAO major fishing area),Environment (Environment),Unit (Unit),Unit,2013,2014,2015,2016,2017,2018
Norway,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1190.94,974.89,798.45,774.26,1112.23,1220.66
Norway,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,6846325.85,7005364.94,5787277.45,7597228.75,7826862.91,8309505.34
Norway,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,91.96,47.63,62.1,65.46,197,227.48
Norway,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,22.28,109.27,84.3,158.25
Oman,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,15,20.79,78,128.7,301.36,395.77
Oman,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Oman,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,1820.55
Oman,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,5021.07,4805.18,2535.76,1183.36,0,0
Oman,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Pakistan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,215231.5,219946.85,225155.68,231889.81,238898.45,212102.42
Pakistan,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,324.15,337.09,349.41,357.19,370.91,333.86
Pakistan,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,265.59,277.55,284.85,294.7,304.59,269.91
Palau,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0.76,62.34,25.51,39.36,30.34,30.34
Palau,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,6
Palau,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,119.58,121.4,121.4,84.98,84.98,90
Palau,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,11,6,4,4
Palestine,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,112,0,0,0,0,0
Palestine,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,396,142.8,208,174,177.92,1606.6
Palestine,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,2028,1590,2332,2650,4911,5380
Palestine,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,24.9,17.8
Panama,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,412.06,524.26,173.29,353.98,334.75,4284.72
Panama,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,9468,17590,17620,21025,24460,22509.6
Panama,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,31084.38,38491.17,35138.67,30056.28,33623.34,28648.23
Panama,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,16.72,30.8,18.48,22,28.16,28.16
Panama,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,2204.8,241.28,101.4,240,240,120
Papua New Guinea,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,2.07,2.01
Papua New Guinea,"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,17.1,0
Papua New Guinea,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,53.46,48.75,43.35,38.3,0,0
Papua New Guinea,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,7306.72,6662.92,6285.19,5553.73,5832.94,5672.4
Papua New Guinea,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,15.59,14.22,12.64,11.17,1.25,1.22
Papua New Guinea,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,111.38,101.57,90.3,0,0,0
Papua New Guinea,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Papua New Guinea,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,935.62,853.18,884.98,781.99,1881.59,1829.81
Papua New Guinea,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,133.66,182.82,216.73,191.51,202.27,196.7
Paraguay,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,24510.02,33567.46,41120.73,37827.29,50924.34,48638.33
Paraguay,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Peru,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,8.23,16.68,22.11,7.02,76.67,58.42
Peru,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,15912.31,17223.66,17134.87,21308.78,21085.95,21631.73
Peru,"Octopus, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0.12,0,0,0
Peru,"Other crustaceans, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Peru,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Peru,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,1.63,0,0,0
Peru,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,261.02,1004.47,236.45,360.49,257.73,270.97
Peru,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,129064.22,154371.49,112851.73,117493.17,128162.77,137435.94
Peru,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Peru,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,116559.68,104949.68,155585.52,191950.33,164947.25,164089.19
Peru,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,616337.7,500690.34,154756.3,148220.56,89987.65,93389.73
Peru,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,66,3.3,1.58,1.65,2.33,1.5
Philippines,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,113083.29,115676.73,118252.44,131725.53,144123.03,171303.53
Philippines,"Crabs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,36.85,39.68,113.23
Philippines,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,24919.58,28512.17,28805.97,24892.52,24623.56,27621.4
Philippines,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,452910.16,429243.41,419747.44,379697.5,399266.37,398709.76
Philippines,"Freshwater fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,191.22,9.14,0.73
Philippines,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,5954.59,5016.43,4735.33,5763.85,6859.71,9789.61
Philippines,"Other crustaceans, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Philippines,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,490090.49,467071.41,455453.62,439995.83,434164.63,445919.05
Philippines,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,72025.47,58920.5,61724.48,53206.26,67212.93,76645.28
Philippines,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,294465.23,284164.53,263484.86,249537.77,249977.71,265922.17
Philippines,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1110.38,89.81,1040.86,309.45,35.53,35.92
Philippines,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,515755.14,486023.97,511192.25,500615.12,501886.62,484803.5
Philippines,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,52.27,35.38,22.8,12.9,8.49,5.53
Philippines,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,1.31,0,1.43
Philippines,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,4024.43,4043.47,3976.25,4281,5143.9,5887.58
Philippines,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,515.65,524.14,504.16,504.51,556.9,488.27
Philippines,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,233382.48,256258.23,182678.01,128537.18,164591.34,207291.15
Poland,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Poland,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,67306.74,71755.67,70169.34,70510.93,72591.96,81877.7
Poland,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0.96,0.32,0,0,10.44,4.75
Poland,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,2977.96,3189.19,2202.38,2933.29,3614.98,4629.34
Poland,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,41600.5,52809.21,39483,47868.03,49076.74,56490.96
Portugal,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,33093.07,24312.82,29070.46,25897.57,49137.87,30549.52
Portugal,"Cuttle fish and squid, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Portugal,"Flatfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Portugal,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,18736.32,22346.01,14977.88,22088.09,22983.46,2223.07
Portugal,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Portugal,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Portugal,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1273.59,1067.98,1138.13,2692.65,1498.17,2061.5
Portugal,"Octopus, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Portugal,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,15.68,17.05,18.78,25.57,13,6.52
Portugal,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Portugal,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,14485.76,15013.26,9516.79,10967.85,12990.44,29347.7
Portugal,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,1.4,0,0,0,13.82
Portugal,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,14.64,0,0
Portugal,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,10.78,11.29,41.72,67.84,88.11,97.85
Portugal,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,1309.52,1327.01,1123.96,1808.26,2989.26,9572.83
Portugal,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1365.04,2255.4,1905.65,1304.51,1126.88,8103.52
Portugal,"Salmonidae, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Portugal,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,2526.81,2393.12,1910.91,2012.03,2033.75,2416.53
Portugal,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,201.75,90.56,102.94,1018.99,1116
Portugal,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Puerto Rico,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,43.73,52.38,52.38,52.38,52.38,52.38
Puerto Rico,"Freshwater fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Puerto Rico,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Puerto Rico,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,303.08,280.2,280.2,280.2,280.2,280.2
Puerto Rico,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Puerto Rico,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Qatar,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,207.2,207.2,37,37,37,37
Qatar,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Romania,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,114.73,124.82,123.18,0,0
Romania,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,21578.46,20206.62,17985.75,21718.78,25765.59,24366.32
Romania,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,31.26,33.49,56.24,39.15,0,0
Romania,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,13.6,2.02,0
Romania,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,147.86,58.32,106.39,1167.21,1801.86,586.94
Romania,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,2.96,0,0,0,0
Romania,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,1.03,0,0,0,0
Romania,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,5661.06,5089.61,6029.61,7575.42,9441.31,11188.89
Romania,Others,All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Russian Federation,"Fish of Gadiformes, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Russian Federation,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Russian Federation,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Russian Federation,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,238451,254767.1,252972.1,272813.7,285068.1,360486
Russian Federation,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1253.2,1037.4,269.1,543.4,1514.5,1671.8
Russian Federation,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,2035,255,960
Russian Federation,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Marine,Value (USD 1000),USD 1000,5,0,0,5,10,75
Russian Federation,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,40,100,115
Russian Federation,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,41165,44357.5,48782.5,37547.5,37137.5,50538
Russian Federation,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Russian Federation,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,70.2,74.1,46.8,280.8,690.3,3171
Russian Federation,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,169211,175035,171017,201859,236642,246428
Russian Federation,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,90350,75505,44071,51428,52064,103422
Russian Federation,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,6817.2,12480,10400,19474,7101.9,5760
Russian Federation,"Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,707.2,4902,4830,9708,11790,13842
Russian Federation,"Sea urchins, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,162,4.5,4.5,99,103.5,302
Russian Federation,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,770.4,2863.2,2443.2,1426.8,1820.4,5572.8
Rwanda,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4486.76,5440.25,5550.12,5860.26,11923.19,17167.7
R?union,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
R?union,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,398.44,232.49,194.16,193.71,28.24,29.52
R?union,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
R?union,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,59.77,59.78,49.93,49.81,0,0
R?union,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
R?union,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
R?union,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,298.83,298.91,249.64,249.05,50.84,53.14
R?union,Others,All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Saint Kitts and Nevis,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,11.48,11.48,11.48,11.48,11.48,0
Saint Kitts and Nevis,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Saint Kitts and Nevis,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0.5,1.25,0,1.25,1.09
Saint Lucia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,26.48,20.22,32.02,45.41,18.45,20.37
Saint Lucia,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,67.59,66.67,97.22,90.43,28.2,32.41
Saint Lucia,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,42.37,15.26,28.11,29.44,77.78,77.78
Saint Vincent/Grenadines,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,1.25,3.5,3.5,3.5,2.75,5
Samoa,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Samoa,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,7.05,6.96
Samoa,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,4.14,5.96,0,0,0,0
Samoa,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3.93,5.96,26.05,19.49,49.98,24.41
Samoa,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Saudi Arabia,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,1600,2368,1830.4,1792,1792,1792
Saudi Arabia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,16725,33740,29422.4,42504,42560,42560
Saudi Arabia,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Saudi Arabia,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3510,3150,2340,0,0,0
Saudi Arabia,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,15125,36053.33,57400,64226.67,63626.67,64426.67
Saudi Arabia,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,7920,103840,138360,192440,313600,448800
Saudi Arabia,"Sea cucumbers, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,60,50,0,0,0,0
Senegal,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,480.73,667.46,505.12,553.96,377.94,125.96
Senegal,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,820.78,1504.81,1311.19,1531.01,721.53,574.03
Senegal,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,10.2,56.63,52.41,2499.12,1199.12,485.86
Senegal,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Senegal,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Senegal,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,491.86,931.4,1798.12,1861.77,500.43,1066.19
Senegal,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Senegal,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,7.29,36.41,30.43,111.3,15.46,10.8
Senegal,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,53.98
Serbia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,16985.17,19210.48,14211.4,14207.49,14295.27,16595.4
Serbia,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3483.17,3007.16,3249.17,2660.33,3295.56,7460.31
Serbia and Montenegro,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Serbia and Montenegro,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Serbia and Montenegro,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Serbia and Montenegro,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Serbia and Montenegro,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Seychelles,"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",All,Marine,Value (USD 1000),USD 1000,0,19.61,18.78,0,0.38,0
Seychelles,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Sierra Leone,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,115,115,130,130,130,130
Singapore,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,1686.74,827.03,577.57,676.06
Singapore,"Crabs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,6216.43,2708.45,409.09,386.64,402.82,335.19
Singapore,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,1.74,0
Singapore,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3240.94,3614.67,3539.24,3444.3,2890.95,3131.69
Singapore,"Freshwater fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,215.9,189.9,309.66,494.02,336.63,378.58
Singapore,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,262.64,361.43,652.45,337.41,282.95,356.6
Singapore,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,119.77,92.21
Singapore,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,2939.29,3285.63
Singapore,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,8.69,0
Singapore,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,13673.1,14195.13,17412.64,16636.09,17530.22,17621.07
Singapore,"Other pelagic fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,21.29,12.62
Singapore,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1430.25,857.47,1226.93,1108.04,1291.17,682.57
Singapore,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,787.58,1060.4,948.09,967.14,943.87,1040.03
Singapore,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,31.17,16.33,33.4,63.1,71.48,95.94
Singapore,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,69.34,5.02,0.26,3.33,6.12,4.96
Singapore,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,1464.72,1550.01,1557.42,1241.87
Singapore,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2031.5,1795.16,623.86,928.7,864.21,1247.48
Singapore,Others,All,Freshwater,Value (USD 1000),USD 1000,2346,1825.78,2422.44,2701.26,2797.65,2835.36
Slovakia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,965.7,829.49,964.05,1664.08,3735.54,3079.14
Slovakia,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,13.05,0
Slovakia,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3204.3,3604.89,3236.99,3912.59,3161.33,3399.69
Slovenia,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,53.12,111.06,61.02,60.88,62.13,64.95
Slovenia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,516.08,486.55,408.16,548.22,540.21,570.11
Slovenia,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,217.15,280.31,318.04,335.94,384.03,431
Slovenia,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,719.53
Slovenia,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,398.44,543.62,481.53,480.4,560.32,585.75
Slovenia,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3592.49,3403.72,3459.31,4108.71,3526.41,4840.38
Solomon Islands,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4,4,4,4,1.06,0.41
Solomon Islands,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Solomon Islands,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Solomon Islands,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,708.51,760.22,709.06,332.78,63.63,213.09
South Africa,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,55571.92,43957.44,42310.36,34739.19,34450.84,61620.38
South Africa,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
