Country (Country),ASFIS species (CPC class),FAO major fishing area (FAO major fishing area),Environment (Environment),Unit (Unit),Unit,2013,2014,2015,2016,2017,2018
Greece,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,551934.52,565472.94,506850.63,559201.26,591450.32,610984.33
Greece,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,21.2,3.46,0,387.64,467.73
Greece,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0.73,0,0,0,0
Greece,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2.51,0,0,4.87,0,0
Greece,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,8703.99,6706.13,6082.43,5642.25,6964.45,8036.16
Greece,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,547.54,677.6,621.36,423.14,1210.11,1229.59
Greece,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,935,1125,0,0,0,0
Greece,Others,All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Grenada,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Grenada,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Grenada,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,3.5,55.25,45,50
Guadeloupe,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,31.88,31.88,26.63,13.28,13.56,14.17
Guadeloupe,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,15.94,119.56,99.86,126.19,115.23,141.72
Guadeloupe,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,143.44,143.48,119.83,39.85,40.67,42.51
Guam,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,507.5,507.5,507.5,507.5,507.5,507.5
Guam,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,217.5,217.5,217.5,217.5,217.5,217.5
Guam,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Guam,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,165,165,165,165,165,165
Guam,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Guatemala,"Clams, cockles and ark shells, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Guatemala,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Guatemala,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,22712.8,28511.6,30065.8,32311.6,37149,41469.6
Guatemala,"Mussels, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Guatemala,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Guatemala,"Other molluscs, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Guatemala,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,75702,76400.5,78474,81999.5,90502.5,95001.5
Guatemala,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,176,0,0,0,0,0
Guatemala,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,399.6,215.4,768,780
Guinea,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1202.1,1308.79,1498.89,1485.77,1944.91,2471.28
Guinea-Bissau,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,25.3,90.19,107.97
Guyana,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,12.99,0,0,92.94,95.9
Guyana,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,964.54,733.99,1080.42,790.24,1694.27,452.49
Guyana,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,45.52,192.35,104.9,3.58,0,0
Guyana,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,57.84,783.87,517.56,180.73,1477.59,741.56
Guyana,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Haiti,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1577.5,1997.5,2412.5,2552.5,2772.5,2772.5
Honduras,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,65540,80622.5,81571,84010,89430,90785
Honduras,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,167750,176000,137500,126500,173250,173250
Honduras,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Hungary,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,33949.91,37979.8,32266.96,33615.02,41762.68,44097.5
Hungary,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,459.2,681.61,1508.29,988.86,1669.27,901.04
Hungary,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,282.44,375.02,215.76,286.17,301.61,340.68
Iceland,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Iceland,"Fish of Gadiformes, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2602.8,1550,148,106.2,52.2,55.1
Iceland,"Flatfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,3016,3744,4400,2893.4
Iceland,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,640.3,0,0,0,0,0
Iceland,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,2.4,1.5,1.8,0,0,0
Iceland,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,166,144,93,68,82.7,118.8
Iceland,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Iceland,"Salmonidae, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,47141.5,56830,41103.1,76657.6,112076.3,109344.8
Iceland,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,610.2,3195.9,3348.8,8979.6,28230.8,1563.5
Iceland,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
India,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
India,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,7240060.1,7394754.83,7440532.52,7793531.66,8412254.43,9235092.62
India,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,24190.31,23349.36,20342.33,19421,20730.46,19739.88
India,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,310250.32,294939.27,280583.86,267875.82,294833.2,321686.97
India,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,368,360,360,400,6.14,5.85
India,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,2476200.28,2835580.55,2567938.13,2369915.24,3500580.73,3534023.81
India,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,60582.43,71113.13,47623.65,68053.85,55625.2,58488.54
India,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,5158.04,5005.77,3951.56,3772.58,3992.53,3801.76
India,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3071.78,3932.52,4910.22,5357.52,5873.63,5592.97
India,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,0.27,0.26,0.25,0.24,0,0
India,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,153.59,98.31,93.53,59.53,373.84,422.52
Indonesia,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,9064.35
Indonesia,"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",All,Freshwater,Value (USD 1000),USD 1000,0,38,15.2,0,22450.4,0
Indonesia,"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",All,Marine,Value (USD 1000),USD 1000,17454.42,26636.27,19501.61,32385.96,37943.01,30219.11
Indonesia,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,56909.62,57318.75,46850.46,44913.18,34007.21,135772.33
Indonesia,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,188051.02,222934.45,140444.67,320147.5,106376.17,104209.63
Indonesia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4497395.1,5061438.95,4472698.51,5009886.26,6132324.78,5800112.47
Indonesia,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,16000.99
Indonesia,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,308.28,0
Indonesia,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,885833.85,777536.67,762013.07,891871.82,888863.3,1256071.39
Indonesia,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,419.67,2454.34,71610.71,62968.07,77382.21,97078.47
Indonesia,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,270655.22,153616.85,157703.61,141007.31,596020.81,94714.33
Indonesia,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Indonesia,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,3000391.97,2536850.59,2194746.15,3187473.37,4320679.7,4314508.64
Indonesia,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,19425.66,65927.19,33184.81,159616.87,91894.18,136428.73
Indonesia,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,13107.53,2553.18,1803.66,4182.16,29200.2,13575.41
Indonesia,"Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2457.05,1453.83,18790.67,2761.27,18720.82,3192.39
Indonesia,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Brackishwater,Value (USD 1000),USD 1000,139832.09,139760.93,86429.06,111666.13,87057.82,7135.63
Indonesia,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,1591258.07,1512229.8,755231.81,1049420.01,992761.24,1375832.81
Indonesia,Others,All,Freshwater,Value (USD 1000),USD 1000,76,0,0,677.01,676.77,636.08
Iran (Islamic Rep. of),"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,444889.8,449700.1,487769.8,532904.2,519413.3,496607.5
Iran (Islamic Rep. of),"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1600,416,640,464,288,200
Iran (Islamic Rep. of),"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1692,1950,3213,6438,7854,8517
Iran (Islamic Rep. of),"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,430.5,8627.5,35567,49175,87600
Iran (Islamic Rep. of),"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,76188,134850,106770,127986,193992,287154
Iran (Islamic Rep. of),"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,504,144,88,88,128,96
Iran (Islamic Rep. of),"Salmonidae, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,25200
Iran (Islamic Rep. of),"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,431751,379545,421896,489975,503490,693536
Iraq,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,79610,159218,141718,180177.5,170702,135553.5
Iraq,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3000,0,800,0,0,0
Ireland,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,136.15,0,0,0,0,0
Ireland,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,106.25,0,0,0,0,0
Ireland,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Ireland,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,301.75,725.36,295.07,116.22,0,0
Ireland,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,19787.9,17982.13,14037.39,13540.62,16797.68,14105.96
Ireland,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Marine,Value (USD 1000),USD 1000,0,219.2,191.41,114.81,29.89,362.19
Ireland,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Ireland,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Ireland,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,53010.18,55990.16,41945.69,39185.71,50151.66,53961.19
Ireland,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3224.14,3434.97,2735.18,2138.2,2229.26,1881.28
Ireland,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,75392.13,76660.36,99683.74,115652.56,150846.06,135298.46
Ireland,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,257.5,176.51,259.07,175.33,0,0
Ireland,"Sea urchins, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,9.96,0,0,0,0,0
Ireland,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,55.12,132.85,77.67,55.34,46.32,47.24
Israel,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,52519.14,50842.74,44607.46,48594.44,39669.07,40068.47
Israel,"Freshwater fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Israel,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,6171.57,4798.7,3324.37,3505.89,3521.27,3530.09
Israel,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,14957.19,15797.78,14677.68,14521.14,15706.98,15735.81
Israel,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,24295.49,23170.83,15089.4,17166.61,19252.38,19300.62
Israel,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Israel,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Israel,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4903.68,4612.09,4220.15,4401.19,4278.31,4289.03
Italy,"Clams, cockles and ark shells, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,169532.43,141276.35,117860.78,117583.55,120003.21,189695
Italy,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Italy,"Flatfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Italy,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,88.31,92.57,75.69,54.24,55.35,88.48
Italy,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Italy,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4885.78,5361.96,4462.55,11373.54,11613.35,5363.2
Italy,"Mussels, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Italy,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,58950.36,66092.23,55197.93,55068.1,56201.3,64103.27
Italy,"Other crustaceans, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,9.14,12.03,0,0,0
Italy,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,130.16,151.45,137.58,265.66,271.12,0
Italy,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,63128.8,66910.93,55825.35,65675.88,67027.37,4684.99
Italy,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,16736.88,16786.66,13965.44,21972.03,22424.17,18033.86
Italy,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,63389.74,64809.12,54621.72,63123.7,64422.67,120578
Italy,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,18.12,161.87,118.05,147.22,149.12,106.81
Italy,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Italy,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,516.17,899.17,739.08,737.34,752.51,486.34
Italy,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Italy,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,144482.68,123666.64,103365.73,116856.87,119261.57,126720.45
Italy,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Italy,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Jamaica,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3619.47,3815.84,2541.48,3908.26,5651.11,6749.77
Jamaica,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,498.02,0,0,0,0,0
Jamaica,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,15.52
Jamaica,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Clams, cockles and ark shells, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,5686.73,5918.18,5708.67,6884.64,5857.38,5324.24
Japan,"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",All,Freshwater,Value (USD 1000),USD 1000,870.94,773.99,545.26,533.12,508.18,281.1
Japan,"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",All,Marine,Value (USD 1000),USD 1000,114830.92,127934.57,131134.11,152381.26,136993.21,142617.15
Japan,"Crabs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,33720.77,38302.96,34235.48,37925.27,33869.39,33639.47
Japan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,44571.65,69347.46,68024.85,81328.84,82306.47,84191.33
Japan,"Octopus, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Marine,Value (USD 1000),USD 1000,6117.07,11203.95,13433.14,15993.65,16573.65,14875.98
Japan,"Other crustaceans, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,550977.39,532409.35,536821.17,661146.08,686240.99,510658.26
Japan,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,620529.53,520421.94,467333.98,614093.36,606787.09,590714.36
Japan,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1197982.84,1179831.1,1039844.61,1141894.32,1122763.37,1142742.94
Japan,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,77882.55,77040.13,61754.39,65518.98,64698.67,72806.39
Japan,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,308825.45,342366.17,317438.14,325582.31,298192.08,306556.66
Japan,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,70525.68,68403.56,63191.88,78966.52,77920.13,75081.48
Japan,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,49090.34,70659.4,55260.83,68487.95,91364.47,106756.07
Japan,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,330741.33,388918.8,501882.66,573815.66,407546.94,533218.56
Japan,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Japan,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,931731.44,861060.85,868180.99,1117960.47,1257974.4,1212645.52
Japan,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,300289.98,396348.02,364041.1,371825.71,396545.62,447052.97
Japan,Others,All,Freshwater,Value (USD 1000),USD 1000,10080,9520,8400,8400,8400,5600
Jordan,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,1267.61,2165.49,2165.49,2165.49,2165.49,2165.49
Jordan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4777.47,7183.1,7183.1,7183.1,7183.1,7341.55
Kazakhstan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1212.7,431.8,593.85,941.38,439.74,468.05
Kazakhstan,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,280,1374.87,2775.26,5976.13,5692.51
Kazakhstan,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,747.5,495,1184.53,1200.5,1344.32,1284.66
Kenya,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,62453.67,62197.62,49821.32,43007.21,38831.97,48706.06
Kenya,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,400,400,800,9.67,9.87
Kenya,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Kenya,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1634.47,1625.45,1238.05,4605.71,3585.7,4146.04
Kenya,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,10.68,10.46,9.37,9.06,8.9,9.08
Kiribati,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Kiribati,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,26.55,5.41,4.51,4.46,4.6,4.48
Kiribati,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,130.33,225.9,189.32,189.93,195.82,190.9
"Korea, Dem. People's Rep","Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,39000,39000,39000,39000,40300,40300
"Korea, Dem. People's Rep","Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,12375,12625,13125,15625,23625,33125
"Korea, Dem. People's Rep","Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,400
"Korea, Dem. People's Rep","Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,60,385,385,385,460,660
"Korea, Dem. People's Rep","Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,120,160,160,160,400,480
"Korea, Dem. People's Rep","Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,250,250,250,250,300,400
"Korea, Dem. People's Rep","Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1000,1000,1000,1000,1000,1000
"Korea, Dem. People's Rep","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,67045,73750,73750,83100,83100,83100
"Korea, Dem. People's Rep",Others,All,Freshwater,Value (USD 1000),USD 1000,305,305,317.5,317.5,437.5,437.5
"Korea, Republic of","Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,226148.97,281912.17,287020.91,299385.72,510752.9,656299.12
"Korea, Republic of","Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,32144.15,39004.14,14991.44,44545.88,35013.92,77452.98
"Korea, Republic of","Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,397463,383172.5,467568.4,481249.35,542001.71,514202.14
"Korea, Republic of","Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,39783.63,48598.48,45632.38,36685.38,40962.67,48556.36
"Korea, Republic of","Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,13553.33,16812.85,18268.8,22225.34,34987.2,23356.65
"Korea, Republic of","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Korea, Republic of","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Marine,Value (USD 1000),USD 1000,27123.77,27628.2,60263.59,60954.51,47791.72,75279.54
"Korea, Republic of","Other crustaceans, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Korea, Republic of","Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,259.4,404.23,132.61,537.3,69.66,71.56
"Korea, Republic of","Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,189148.48,192798.99,216582.97,230155.73,263794.72,259504.6
"Korea, Republic of","Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,297530.68,353037.4,323583.05,286937.98,344173.27,321419.42
"Korea, Republic of","Other molluscs, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,6784.29,8298.89,9252.91,10554.29,10319.54,14468.16
"Korea, Republic of","Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2069.8,72.49,330.3,0,0,13.63
