"","Country","CPC_Class","y13","y14","y15","y16","y17","y18"
"90","Bolivia (Plurinat.State)","Freshwater fish, live, fresh or chilled",3838.61,4775.69,6744.53,7727.93,8639.65,8639.65
"91","Bolivia (Plurinat.State)","Salmonidae, live, fresh or chilled",1813.03,2460.2,8714.33,9030.39,9312.59,9312.59
"92","Bonaire/S.Eustatius/Saba","Other pelagic fish, live, fresh or chilled",0,0,0,0,0,0
"93","Bosnia and Herzegovina","Freshwater fish, live, fresh or chilled",1743.2,695.5,2785.4,2479.1,1525.39,1844.8
"94","Bosnia and Herzegovina","Mussels, live, fresh or chilled",91.2,244,0,0,0,0
"95","Bosnia and Herzegovina","Other fish, live, fresh or chilled",1175.9,1090.7,939.6,935.28,1147.25,1129.7
"96","Bosnia and Herzegovina","Oysters, live, fresh or chilled",6,0,0,0,0,0
"97","Bosnia and Herzegovina","Salmonidae, live, fresh or chilled",12938.8,8672.2,10204.44,10920.06,10204,10205.63
"98","Botswana","Freshwater fish, live, fresh or chilled",0,0,78.98,55.04,57.98,58.82
"99","Brazil","Freshwater fish, live, fresh or chilled",932518.67,1142239.21,914864.29,933077.79,1017019.88,912101.61
"100","Brazil","Mussels, live, fresh or chilled",22902.58,34614.39,22780.82,17134.93,22811.38,14368.5
"101","Brazil","Other fish, live, fresh or chilled",0,0,0,0,94,82.11
"102","Brazil","Other molluscs, live, fresh or chilled",0,0,0,0,0,0
"103","Brazil","Other shrimps and prawns, live, fresh or chilled",403.51,369.75,261.5,249.19,408.91,369.48
"104","Brazil","Other shrimps and prawns, live, fresh or chilled",354824.97,337023.46,271035.74,291423.28,407972.77,407244.42
"105","Brazil","Oysters, live, fresh or chilled",4035.08,5021.78,3342.84,2541.99,3384.11,2408.43
"106","Brazil","Salmonidae, live, fresh or chilled",4975.66,9320.21,7021.54,5502.23,9400.29,8621.1
"107","Brazil","Scallops, live, fresh or chilled",0,0,0,28.64,31.33,27.37
"108","Brazil","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",50.79,46.54,32.91,31.36,34.31,29.97
"109","Brazil","Others",2040.73,1402.49,991.91,638.73,698.75,610.32
"110","British Virgin Islands","Rock lobster and other sea crawfish, live, fresh or chilled",0,0,13.75,12.15,23.17,24.02
"111","Brunei Darussalam","Crabs, live, fresh or chilled",0,0,0,0,0,0
"112","Brunei Darussalam","Freshwater fish, live, fresh or chilled",18.61,0,0,0,0,12.01
"113","Brunei Darussalam","Freshwater fish, live, fresh or chilled",134.67,25.55,42.48,98.69,143.39,40.06
"114","Brunei Darussalam","Mussels, live, fresh or chilled",0,0,0,0,0,7.52
"115","Brunei Darussalam","Other fish, live, fresh or chilled",452.38,967.9,1242.35,1343.26,2321.69,2998.47
"116","Brunei Darussalam","Other pelagic fish, live, fresh or chilled",128.12,39.18,77.46,221.96,325.88,433.68
"117","Brunei Darussalam","Other shrimps and prawns, live, fresh or chilled",2749.6,4199.68,5166.34,4655.69,8097.31,4847.77
"118","Brunei Darussalam","Other shrimps and prawns, live, fresh or chilled",0,0,0,14.77,8.69,8.54
"119","Bulgaria","Freshwater fish, live, fresh or chilled",15203.85,11598.02,12356.33,14567.16,17205.56,18635.83
"120","Bulgaria","Mussels, live, fresh or chilled",2157.25,2940.32,3326,3246.85,2863.96,2306.52
"121","Bulgaria","Other crustaceans, live, fresh or chilled",94.83,52.5,46.78,143.25,40.99,11.71
"122","Bulgaria","Other fish, live, fresh or chilled",2224.21,2376.75,2171.24,2627.69,2639.01,3743.39
"123","Bulgaria","Salmonidae, live, fresh or chilled",14973.22,16819.19,14516.6,15575.11,14302.39,22240.19
"124","Bulgaria","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0.02,16.28,8.34,2.84
"125","Bulgaria","Others",0,0.35,0,0,0,0
"126","Burkina Faso","Freshwater fish, live, fresh or chilled",716.54,635.6,525.83,811.96,1016.16,1167.86
"127","Burkina Faso","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",480,400,320,560,560,560
"128","Burundi","Freshwater fish, live, fresh or chilled",1118.9,2346.95,3859.03,3867.94,3886.52,3975.32
"129","Cambodia","Clams, cockles and ark shells, live, fresh or chilled",1000,1300,1000,4730,5000,6100
"130","Cambodia","Crabs, live, fresh or chilled",200,250,250,340,350,400
"131","Cambodia","Freshwater fish, live, fresh or chilled",165170,214122.5,256815,289922,584300,717540
"132","Cambodia","Mussels, live, fresh or chilled",1700,2300,1500,3258,3300,4050
"133","Cambodia","Other fish, live, fresh or chilled",4400,6000,5600,12448,13200,14480
"134","Cambodia","Other molluscs, live, fresh or chilled",0,0,0,0,0,0
"135","Cambodia","Other shrimps and prawns, live, fresh or chilled",600,600,600,4925,5000,6000
"136","Cambodia","Other shrimps and prawns, live, fresh or chilled",1400,1500,1500,1500,1500,1500
"137","Cambodia","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,400,447,440,440
"138","Cambodia","Others",70,70,70,70,80,100
"139","Cameroon","Freshwater fish, live, fresh or chilled",4268.38,5797.26,6156.48,7354.03,7491.91,7914.99
"140","Canada","Clams, cockles and ark shells, live, fresh or chilled",9941.05,7317.86,7160.56,5339.27,5703.36,5915.85
"141","Canada","Fish of Gadiformes, live, fresh or chilled",0,0,0,0,0,0
"142","Canada","Freshwater fish, live, fresh or chilled",15672.18,12612.55,11265.75,11093.31,13774.06,4438.67
"143","Canada","Mussels, live, fresh or chilled",46543.59,42697.58,33900.43,28468.74,27841.95,34418.21
"144","Canada","Other fish, live, fresh or chilled",0,0,0,0,0,6757.28
"145","Canada","Other molluscs, live, fresh or chilled",97.04,1596.37,174.41,2038.07,2908.03,4993.93
"146","Canada","Oysters, live, fresh or chilled",27638.06,27725.55,28562.22,29942.91,35113.01,38663.31
"147","Canada","Salmonidae, live, fresh or chilled",43104.94,42607.8,34520.91,43512.96,42210.95,44661.9
"148","Canada","Salmonidae, live, fresh or chilled",777959.38,550753.51,640683.37,896740.98,946186.3,951102.28
"149","Canada","Scallops, live, fresh or chilled",946.39,603.29,245.56,294.81,477,395.12
"150","Canada","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",0,0,0,0,0,0
"151","Central African Republic","Freshwater fish, live, fresh or chilled",566.76,566.33,473.41,472.17,481.02,503.85
"152","Central African Republic","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",20,20,20,25,25,25
"153","Chad","Freshwater fish, live, fresh or chilled",96.15,96.07,201.29,122.76,652.82,683.8
"154","Chad","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,41.23,43.19
"155","Channel Islands","Abalone, live, fresh or chilled",2.03,0,0,0,0,0
"156","Channel Islands","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"157","Channel Islands","Flatfish, live, fresh or chilled",21.89,23.04,21.39,18.9,18.02,18.68
"158","Channel Islands","Mussels, live, fresh or chilled",96.83,104.6,96.62,4.03,76.3,108.56
"159","Channel Islands","Oysters, live, fresh or chilled",4362.63,6298.61,5452.06,4420.28,3614.15,4596.43
"160","Channel Islands","Scallops, live, fresh or chilled",11.88,5.92,8.56,1.56,5.13,8.89
"161","Chile","Abalone, live, fresh or chilled",81018.04,105266.12,74755.7,105580.6,67047.95,72083.73
"162","Chile","Flatfish, live, fresh or chilled",2098.27,39.2,58.8,0,0,37.04
"163","Chile","Freshwater fish, live, fresh or chilled",0,59432,0,0,0,0
"164","Chile","Mussels, live, fresh or chilled",2075120.47,2584511.4,1719463.8,2200509.3,2515906.61,2829493.11
"165","Chile","Other molluscs, live, fresh or chilled",0,0,0,25,0,0
"166","Chile","Other pelagic fish, live, fresh or chilled",0,10,0,0,0,51.2
"167","Chile","Oysters, live, fresh or chilled",681,924,645,810,1302.42,1345.5
"168","Chile","Salmonidae, live, fresh or chilled",286194.7,442318.59,3691.9,6774.8,32095.59,7251.71
"169","Chile","Salmonidae, live, fresh or chilled",4964980.24,6993068.46,4972457.3,5459845.6,7615460.16,7315940.49
"170","Chile","Scallops, live, fresh or chilled",115173.03,90507.18,63048,93995.5,138840.57,220065.03
"171","Chile","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",4526.82,3899.48,0,2419.1,6403.6,9438.81
"172","Chile","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",23175.6,29204.86,29282.4,31176.6,35122.96,43274.93
"173","China","Abalone, live, fresh or chilled",848443.03,936896.56,1027161.74,1143412.13,1260501.95,1384652.13
"174","China","Clams, cockles and ark shells, live, fresh or chilled",54149.25,59507.65,61668.72,58551.11,58344.52,48310.1
"175","China","Clams, cockles and ark shells, live, fresh or chilled",7498304.72,8239935.95,8248537.29,8883955.11,9076423.39,8951739.12
"176","China","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",15078.49,16022.12,14151.66,13091.33,7738.86,5789.12
"177","China","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",60.54,27.23,25.85,21.35,16.59,20.29
"178","China","Crabs, live, fresh or chilled",616307.23,667152.47,679961.66,730402.06,762567.89,828340.48
"179","China","Crabs, live, fresh or chilled",0,0,0,0,0,0
"180","China","Crabs, live, fresh or chilled",635806.81,728242.9,713617.08,788924.52,767291.46,744703.91
"181","China","Flatfish, live, fresh or chilled",847965.86,876427.55,904382.93,801730.59,727791.28,739204.76
"182","China","Freshwater fish, live, fresh or chilled",53664812.65,59333051.19,60921507.69,64555219.44,64816627.51,64429325.27
"183","China","Jellyfish, live, fresh or chilled",259478.16,278240.56,320246.65,341725.99,354379.96,312963.85
"184","China","Mussels, live, fresh or chilled",67373.28,62821.63,64803.65,65948.17,51938.13,44031.77
"185","China","Mussels, live, fresh or chilled",321050.72,365711.53,379615.64,408980.95,439686.67,428193.11
"186","China","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",81602,72801.37,74695.63,72872.56,93788.06,100250.14
"187","China","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",295932.98,233577.37,196594.8,198500.38,192050.01,318324.82
"188","China","Other crustaceans, live, fresh or chilled",12485999.98,14391335.9,15002563.15,16695383.46,19352276.79,23848908.45
"189","China","Other fish, live, fresh or chilled",1271740.43,1458375.89,1584976.3,1566133.07,1619417.68,1783034.02
"190","China","Other fish, live, fresh or chilled",2058717.42,2413412.71,2688607,2824251.18,3108734.99,3283176.76
"191","China","Other molluscs, live, fresh or chilled",178257.17,920985.12,213993.44,220300.44,210794.86,202045.68
"192","China","Other molluscs, live, fresh or chilled",1068196.7,1133299.77,1071678.88,1160246.42,1063055.32,1055222.55
"193","China","Other pelagic fish, live, fresh or chilled",922375.25,917704.99,910821.29,970121.91,1027149.48,1052900.25
"194","China","Other shrimps and prawns, live, fresh or chilled",6921183.12,7856679.55,7756528.55,8616378.79,9483498.2,9938979.13
"195","China","Other shrimps and prawns, live, fresh or chilled",8385221,8937256.73,9147424.37,9456733.54,9232020.41,9291716.82
"196","China","Oysters, live, fresh or chilled",4114425.47,4483813.8,4656554.41,5019287.42,5255137.49,5535521.52
"197","China","Salmonidae, live, fresh or chilled",68736.45,70406.22,67556.99,97005.69,114263.76,106398.14
"198","China","Scallops, live, fresh or chilled",3774182.15,4089124.53,4376094.72,4793057.22,5201507.64,4969149.35
"199","China","Sea cucumbers, live, fresh or chilled",1111084.22,1217544.41,1232566.35,1285288.68,1392671.03,1104095.22
"200","China","Sea urchins, live, fresh or chilled",36868.94,41140.11,43514.63,63580.82,61481.77,56009.05
"201","China","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",65012.14,71568.64,73705.4,67488.4,66156.88,64013.68
"202","China","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",7936052.86,7749418.52,7909706.69,8251907.79,8813371.61,9429486.87
"203","China","Others",3822536.45,4046670.94,4003907.06,4371737.83,4352426.46,4442012.65
"204","China, Hong Kong SAR","Freshwater fish, live, fresh or chilled",2476.39,2863.77,2955.85,3321.23,3709.74,3677.28
"205","China, Hong Kong SAR","Other fish, live, fresh or chilled",3197.92,2514.42,3008.46,3902.3,3462.92,4001.58
"206","China, Hong Kong SAR","Other fish, live, fresh or chilled",11515.86,14401.53,13465.2,9994.84,9670.34,7877.32
"207","China, Hong Kong SAR","Other pelagic fish, live, fresh or chilled",55.51,502.07,55.34,595.46,379.17,549.21
"208","China, Hong Kong SAR","Oysters, live, fresh or chilled",1160.08,1289.59,1289.83,1288.3,1668.11,2169
"209","Colombia","Freshwater fish, live, fresh or chilled",238050,248970,212951.4,200862.97,219199.03,285355.04
"210","Colombia","Other fish, live, fresh or chilled",0,0,0,0,0,0
"211","Colombia","Other fish, live, fresh or chilled",0,0,0,0,0,0
"212","Colombia","Other pelagic fish, live, fresh or chilled",870,870,0,0,0,0
"213","Colombia","Other shrimps and prawns, live, fresh or chilled",14998.5,10017,8698.9,10292.91,14596.41,20693.56
"214","Colombia","Other shrimps and prawns, live, fresh or chilled",0,0,0,1139.44,1179.13,1217.98
"215","Colombia","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"216","Colombia","Oysters, live, fresh or chilled",0,0,0,0,0,0
"217","Colombia","Salmonidae, live, fresh or chilled",27835.6,31200,34966.54,35496.38,53415.62,83400.33
"218","Congo","Freshwater fish, live, fresh or chilled",238,268,306,354,414,190
"219","Congo, Dem. Rep. of the","Freshwater fish, live, fresh or chilled",8612,8618,10353,11071,11207.5,11207.5
"220","Cook Islands","Clams, cockles and ark shells, live, fresh or chilled",18,18,16.38,16.5,16.5,16.5
"221","Cook Islands","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",0,0,0,0,0,0
"222","Cook Islands","Freshwater fish, live, fresh or chilled",5,5,1.5,5,5,5
"223","Cook Islands","Other fish, live, fresh or chilled",0,0,0,0,0,0
"224","Cook Islands","Other molluscs, live, fresh or chilled",0,0,7,6,6,6
"225","Cook Islands","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"226","Cook Islands","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,10,10,0,0
"227","Costa Rica","Freshwater fish, live, fresh or chilled",129364.9,110985,89194.7,79380,79380,79380
"228","Costa Rica","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"229","Costa Rica","Other fish, live, fresh or chilled",810,1170,3150,3150,3150,3150
"230","Costa Rica","Other molluscs, live, fresh or chilled",0,0,0,0,0,0
"231","Costa Rica","Other shrimps and prawns, live, fresh or chilled",17340,11892,10728,12000,12000,12000
"232","Costa Rica","Other shrimps and prawns, live, fresh or chilled",11,5.5,5.5,1,1,1
"233","Costa Rica","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"234","Costa Rica","Oysters, live, fresh or chilled",276,270,300,285,285,285
"235","Costa Rica","Salmonidae, live, fresh or chilled",3612,3628.8,3767.4,3780,3780,3780
"236","Croatia","Flatfish, live, fresh or chilled",0,6.1,65.24,5.49,0,0
"237","Croatia","Freshwater fish, live, fresh or chilled",7258.85,7604.37,6989.86,6969.31,6327.35,6345.96
"238","Croatia","Mussels, live, fresh or chilled",2672.97,1107.74,965.31,919.83,1267.76,1363.37
"239","Croatia","Other fish, live, fresh or chilled",0,0,0,0,0,6.51
"240","Croatia","Other fish, live, fresh or chilled",42298.46,52840.82,61049.14,68592.94,77858.51,88059.72
"241","Croatia","Other molluscs, live, fresh or chilled",0,0,0,0,0,0
"242","Croatia","Oysters, live, fresh or chilled",727.1,479.43,636.34,680.64,751.72,734.43
"243","Croatia","Salmonidae, live, fresh or chilled",1490.09,1499.44,2248.86,1741.35,1521.41,1611.59
"244","Croatia","Salmonidae, live, fresh or chilled",26.21,74.39,0,0,0,0
"245","Croatia","Scallops, live, fresh or chilled",0,0.7,0.23,0.97,0.66,0.92
"246","Croatia","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",17631.56,28298.9,20981.43,20669.88,13028.15,21818.09
"247","Cuba","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"248","Cuba","Freshwater fish, live, fresh or chilled",23943.1,26052,26357,23028,24490,20968
"249","Cuba","Other shrimps and prawns, live, fresh or chilled",14405.65,14423.5,16516.5,17654,19708.5,22659
"250","Cuba","Oysters, live, fresh or chilled",1518.7,1109.6,980,1113,1089,1186
"251","Cuba","Rock lobster and other sea crawfish, live, fresh or chilled",0,0,0,0,0,0
"252","Cyprus","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"253","Cyprus","Other fish, live, fresh or chilled",3.18,28.54,54.52,13.27,16.95,66.07
"254","Cyprus","Other fish, live, fresh or chilled",37783.6,35962.32,35226.81,39549,41604.35,45228.35
"255","Cyprus","Other shrimps and prawns, live, fresh or chilled",335.2,403.09,227.46,306.46,344.78,350.43
"256","Cyprus","Salmonidae, live, fresh or chilled",638.58,486.34,331.9,303.54,368.56,363.14
"257","Cyprus","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",0,0,0,0,0,0
"258","Czechia","Freshwater fish, live, fresh or chilled",46334.21,46520.57,39644.05,41023.28,44874.06,48456.93
"259","Czechia","Other fish, live, fresh or chilled",27.99,41.33,18.41,10.8,48.17,61.21
"260","Czechia","Salmonidae, live, fresh or chilled",3223.14,3271.18,2455.34,2575.31,3311.93,4840.29
"261","Czechoslovakia","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"262","Czechoslovakia","Salmonidae, live, fresh or chilled",0,0,0,0,0,0
"263","C?te d'Ivoire","Freshwater fish, live, fresh or chilled",2615.68,2613.7,2216.59,2640.77,2645.62,2771.19
"264","C?te d'Ivoire","Freshwater fish, live, fresh or chilled",9341.35,9467.76,8590.76,12232.54,12877.63,13488.86
"265","Denmark","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"266","Denmark","Fish of Gadiformes, live, fresh or chilled",0,0,0,0,0,0
"267","Denmark","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"268","Denmark","Flatfish, live, fresh or chilled",113.78,84.45,0,0,0,0
"269","Denmark","Freshwater fish, live, fresh or chilled",1228.59,859,365.75,1129.43,2206.61,3100.74
"270","Denmark","Mussels, live, fresh or chilled",1146.57,1773.73,1132.57,1563.87,1681.75,2524.54
"271","Denmark","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"272","Denmark","Other fish, live, fresh or chilled",0,0,7790.54,6774.47,3866.26,2961.34
"273","Denmark","Other fish, live, fresh or chilled",9023.69,8866.17,5656.14,6033.23,3802.88,3038.64
"274","Denmark","Other fish, live, fresh or chilled",0,0,0,0,0,0
"275","Denmark","Other pelagic fish, live, fresh or chilled",0,0,0,0,0,962.85
"276","Denmark","Salmonidae, live, fresh or chilled",231.99,1061.89,0,0,0,0
"277","Denmark","Salmonidae, live, fresh or chilled",79738.04,82657.24,73395.88,81058.48,81743.22,87480.03
"278","Denmark","Salmonidae, live, fresh or chilled",53696.02,42071.7,42232.92,39823.96,49125.86,38842.41
"279","Denmark","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",192.3,64.14,55.74,53.48,5.45,6.84
"280","Dominica","Freshwater fish, live, fresh or chilled",25,25,25,25,0,0
"281","Dominica","Other shrimps and prawns, live, fresh or chilled",13,13,13,13,0,0
"282","Dominican Republic","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"283","Dominican Republic","Freshwater fish, live, fresh or chilled",2475.21,3105.13,3218.97,3451.69,3981.33,3963.85
"284","Dominican Republic","Other fish, live, fresh or chilled",0,0,0,0,0,0
"285","Dominican Republic","Other fish, live, fresh or chilled",0,0,0,0,0,0
"286","Dominican Republic","Other fish, live, fresh or chilled",0,0,0,0,1130.76,1085.64
"287","Dominican Republic","Other pelagic fish, live, fresh or chilled",1800.48,1727.91,1670.53,233.37,226.15,217.13
"288","Dominican Republic","Other shrimps and prawns, live, fresh or chilled",1555.23,3099.91,2996.97,2605.05,2524.49,2423.75
"289","Dominican Republic","Other shrimps and prawns, live, fresh or chilled",71.78,110.22,99.9,97.69,94.67,90.89
"290","Dominican Republic","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"291","Dominican Republic","Oysters, live, fresh or chilled",0,0,0,0,0,0
"292","Ecuador","Freshwater fish, live, fresh or chilled",71884.8,71959.6,58745.6,102072.06,104145,104145
"293","Ecuador","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"294","Ecuador","Other fish, live, fresh or chilled",0,30,35,0,0,0
"295","Ecuador","Other pelagic fish, live, fresh or chilled",0,0,0,2952.05,2975,2975
"296","Ecuador","Other shrimps and prawns, live, fresh or chilled",1672000,1870000,2216500,2194400,2288000,2652000
"297","Ecuador","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"298","Ecuador","Oysters, live, fresh or chilled",0,0,22.78,54.26,72,72
"299","Ecuador","Salmonidae, live, fresh or chilled",19200,19200,27900,39331.5,39000,39000
"300","Ecuador","Scallops, live, fresh or chilled",0,0,0,0,0,0
"301","Ecuador","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,6.84,7.5,7.5
"302","Ecuador","Others",800,1250,1250,1250,1250,1250
"303","Egypt","Freshwater fish, live, fresh or chilled",1146481.8,1101866.69,1072413.98,952918.61,830005.75,899482.79
"304","Egypt","Freshwater fish, live, fresh or chilled",458912.56,410267.39,239095.06,316758.81,166012.23,174390.12
"305","Egypt","Other fish, live, fresh or chilled",374205.91,395771.85,420021.41,423061.09,350373.59,361572.63
"306","Egypt","Other fish, live, fresh or chilled",68386.3,68512.69,98471.41,73507.19,29834.11,33587.79
"307","Egypt","Other shrimps and prawns, live, fresh or chilled",40103.61,48096.29,78.01,503.72,379.59,436.19
"308","El Salvador","Clams, cockles and ark shells, live, fresh or chilled",11.5,11.5,11.5,11.5,16.5,16.5
"309","El Salvador","Freshwater fish, live, fresh or chilled",8582.22,3485.25,16917,17095.61,17874.2,18627.2
"310","El Salvador","Other fish, live, fresh or chilled",4,4,8,12,12,12
