"","Country","CPC_Class","y13","y14","y15","y16","y17","y18"
"1081","Switzerland","Salmonidae, live, fresh or chilled",16290,16290,16290,26920,26920,26920
"1082","Syrian Arab Republic","Freshwater fish, live, fresh or chilled",13133.9,9896.4,8196.4,8196.4,7688.9,7688.9
"1083","Taiwan Province of China","Abalone, live, fresh or chilled",1355.5,2701.64,1712.36,912.48,0,0
"1084","Taiwan Province of China","Abalone, live, fresh or chilled",1487.36,1595.22,5049,4684.41,7142.65,5960.41
"1085","Taiwan Province of China","Clams, cockles and ark shells, live, fresh or chilled",130948.01,163143.76,140390.08,93867.65,165850.07,137966.18
"1086","Taiwan Province of China","Clams, cockles and ark shells, live, fresh or chilled",18964.5,17199.15,11029.22,7731.64,7487.37,8334.28
"1087","Taiwan Province of China","Clams, cockles and ark shells, live, fresh or chilled",2086.39,1906.22,597.67,390.24,0,1.14
"1088","Taiwan Province of China","Crabs, live, fresh or chilled",1533.77,1158.18,1343.74,5700.73,1587.96,1217.9
"1089","Taiwan Province of China","Crabs, live, fresh or chilled",0,0,0,0,0,0
"1090","Taiwan Province of China","Crabs, live, fresh or chilled",0,0,0,0,0,0
"1091","Taiwan Province of China","Freshwater fish, live, fresh or chilled",26976.85,22043.1,17297.42,11113.06,12923.59,17829.57
"1092","Taiwan Province of China","Freshwater fish, live, fresh or chilled",98349.55,130539.1,116298.9,90054.68,93633.47,107289.2
"1093","Taiwan Province of China","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",0,19.66,0,0,0,0
"1094","Taiwan Province of China","Other crustaceans, live, fresh or chilled",4587.57,3382.3,5248.66,2872.5,1842.71,3161.16
"1095","Taiwan Province of China","Other fish, live, fresh or chilled",396287.78,451211.45,363504.6,278408.7,338886.71,358365.14
"1096","Taiwan Province of China","Other fish, live, fresh or chilled",216083.82,179828.85,199166.46,189551.83,201933.62,233337.42
"1097","Taiwan Province of China","Other fish, live, fresh or chilled",5116.24,10145.09,9226.41,9719,11732.32,13513.64
"1098","Taiwan Province of China","Other molluscs, live, fresh or chilled",0,0,0,0,0,0
"1099","Taiwan Province of China","Other molluscs, live, fresh or chilled",0,0,43.26,70.47,0,0
"1100","Taiwan Province of China","Other molluscs, live, fresh or chilled",661.69,206.21,168.75,215.58,182.98,150.69
"1101","Taiwan Province of China","Other pelagic fish, live, fresh or chilled",7939.74,9854.01,7619.42,7354.02,7795.93,8868.88
"1102","Taiwan Province of China","Other pelagic fish, live, fresh or chilled",18630.61,12077.51,12037.76,14204.77,22700.98,12463.83
"1103","Taiwan Province of China","Other shrimps and prawns, live, fresh or chilled",51340.03,49309.93,39154.22,47355.44,38521.63,33750.53
"1104","Taiwan Province of China","Other shrimps and prawns, live, fresh or chilled",122145.8,124882.92,91520.98,98180.08,92466.25,92563.7
"1105","Taiwan Province of China","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1106","Taiwan Province of China","Oysters, live, fresh or chilled",0,0,0,0,0,0
"1107","Taiwan Province of China","Oysters, live, fresh or chilled",206782.65,175826.49,168887.81,143882.72,143215.75,140753.87
"1108","Taiwan Province of China","Rock lobster and other sea crawfish, live, fresh or chilled",0,0,0,0,0,0
"1109","Taiwan Province of China","Rock lobster and other sea crawfish, live, fresh or chilled",0,0,0,0,0,0
"1110","Taiwan Province of China","Salmonidae, live, fresh or chilled",2736.15,1951.49,1672.87,1061.7,501.98,1086.17
"1111","Taiwan Province of China","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",374.9,143.99,42.56,27.52,44.3,76.7
"1112","Taiwan Province of China","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",282.15,253.54,76.78,183.76,2874.28,34.81
"1113","Taiwan Province of China","Others",25259.55,18869.38,12812.42,12297.15,13174.28,13343.67
"1114","Tajikistan","Freshwater fish, live, fresh or chilled",2344.89,2082,1717.96,1308.86,1317.35,1230.77
"1115","Tajikistan","Salmonidae, live, fresh or chilled",103.77,51.52,38.94,30.63,28.07,39.34
"1116","Tanzania, United Rep. of","Crabs, live, fresh or chilled",0.44,0.85,0.7,8.82,7.18,4.51
"1117","Tanzania, United Rep. of","Freshwater fish, live, fresh or chilled",12687.36,12361.49,12330.59,14583.73,36879.85,49783.99
"1118","Tanzania, United Rep. of","Other fish, live, fresh or chilled",824.55,825.66,773.83,1253.97,991.54,1082.26
"1119","Tanzania, United Rep. of","Other shrimps and prawns, live, fresh or chilled",2669.54,3784.1,2117.11,2377.03,3028.45,3283.89
"1120","Tanzania, United Rep. of","Salmonidae, live, fresh or chilled",35.11,34.12,30.13,59.71,58.33,0
"1121","Tanzania, United Rep. of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",180.04,202.78,203.38,206.7,227.47,38.17
"1122","Thailand","Abalone, live, fresh or chilled",32.55,30.79,29.2,28.33,29.46,30.95
"1123","Thailand","Clams, cockles and ark shells, live, fresh or chilled",80622.9,63744.51,87795.49,89406,77627.1,82661.14
"1124","Thailand","Crabs, live, fresh or chilled",585.82,554.19,525.58,509.97,530.35,557.1
"1125","Thailand","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"1126","Thailand","Freshwater fish, live, fresh or chilled",662773.29,617839.49,591079.71,603449.25,512952.83,523378.61
"1127","Thailand","Mussels, live, fresh or chilled",27095.02,26615.45,27049.34,26600.78,18422.08,22177.54
"1128","Thailand","Other fish, live, fresh or chilled",85238.36,80394.18,79734.36,79168.33,92162.32,98662.04
"1129","Thailand","Other shrimps and prawns, live, fresh or chilled",1919046.54,1610795.37,1377377.02,1536766.39,1822372.27,1776659.98
"1130","Thailand","Other shrimps and prawns, live, fresh or chilled",145629.16,129325.32,118208.16,112602.4,145482.74,159024.3
"1131","Thailand","Oysters, live, fresh or chilled",15151.3,10767.22,22479.64,22667.96,29187.7,32147.74
"1132","Thailand","Others",20532.2,16294.72,17503.54,17741.76,6667.91,5765.58
"1133","Timor-Leste","Freshwater fish, live, fresh or chilled",208.4,247.5,272,312.5,331,368
"1134","Timor-Leste","Other fish, live, fresh or chilled",12.5,12.5,12.5,12.5,12.5,12.5
"1135","Timor-Leste","Other shrimps and prawns, live, fresh or chilled",4,4,4,4,4,4
"1136","Timor-Leste","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",112.5,112.5,150,150,150,150
"1137","Togo","Freshwater fish, live, fresh or chilled",54.25,74.23,142.02,247.89,340.15,789.25
"1138","Tonga","Clams, cockles and ark shells, live, fresh or chilled",0.22,3.25,35.75,0.51,0,0
"1139","Tonga","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1140","Tonga","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",39.6,34.8,16.2,6.3,2,2
"1141","Trinidad and Tobago","Freshwater fish, live, fresh or chilled",15.96,13.49,88.84,40.58,32.16,32.16
"1142","Trinidad and Tobago","Other shrimps and prawns, live, fresh or chilled",0.88,0.88,0,0,0,0
"1143","Tunisia","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"1144","Tunisia","Cuttle fish and squid, live, fresh or chilled",0,0,0,0,0,0
"1145","Tunisia","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"1146","Tunisia","Freshwater fish, live, fresh or chilled",971.28,1223.44,1150.07,994.86,887.4,661.24
"1147","Tunisia","Mussels, live, fresh or chilled",197.58,346.36,279.36,102.42,190.13,172.96
"1148","Tunisia","Octopus, live, fresh or chilled",0,0,0,0,0,0
"1149","Tunisia","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"1150","Tunisia","Other fish, live, fresh or chilled",69672.43,68482.01,77292.45,77194.33,91783.19,89415.18
"1151","Tunisia","Other fish, live, fresh or chilled",788.47,806.4,931.37,622.9,1170.53,693.27
"1152","Tunisia","Other fish, live, fresh or chilled",0,0,0,195.53,182.28,49.12
"1153","Tunisia","Other molluscs, live, fresh or chilled",0,0,9,0,0,0
"1154","Tunisia","Other pelagic fish, live, fresh or chilled",0,0,0,0,0,0
"1155","Tunisia","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,11.57,9.07
"1156","Tunisia","Oysters, live, fresh or chilled",33.24,63.62,134.58,335.19,257.91,349.47
"1157","Tunisia","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,91.25,347.19,317.36
"1158","Tunisia","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",12600,2400,800,966,0,0
"1159","Turkey","Freshwater fish, live, fresh or chilled",418.82,570.82,539.53,519.25,494.58,390.75
"1160","Turkey","Mussels, live, fresh or chilled",0,0,2.21,628.56,597.82,1222.89
"1161","Turkey","Other fish, live, fresh or chilled",0,173.61,235.94,70.45,115.14,14.63
"1162","Turkey","Other fish, live, fresh or chilled",570445.59,649357.09,636665.46,739559.74,795409.84,829178.76
"1163","Turkey","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1164","Turkey","Salmonidae, live, fresh or chilled",302056.54,290245.63,254476.91,255896.29,242253.11,253795.04
"1165","Turkey","Salmonidae, live, fresh or chilled",22392.73,23390.8,25105.4,18840.21,19053.12,31446.94
"1166","Turkey","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",7990,6201.62,5437.48,11422.01,10596.04,9013.82
"1167","Turkey","Others",0,154.21,186.23,187.79,165.6,158.21
"1168","Turkmenistan","Freshwater fish, live, fresh or chilled",84,84,84,140,140,140
"1169","Turkmenistan","Other fish, live, fresh or chilled",0,0,0,50,100,200
"1170","Turks and Caicos Is.","Crabs, live, fresh or chilled",0,0,0,0,0,0
"1171","Turks and Caicos Is.","Other molluscs, live, fresh or chilled",4.5,4.5,4.5,4.5,4.5,4.5
"1172","Tuvalu","Other fish, live, fresh or chilled",5,5,5,5,5,5
"1173","US Virgin Islands","Freshwater fish, live, fresh or chilled",70,53.48,56,56,56,56
"1174","Uganda","Freshwater fish, live, fresh or chilled",217916.93,287615.95,271585.84,263372.26,259121.11,241388.13
"1175","Uganda","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1176","Ukraine","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"1177","Ukraine","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"1178","Ukraine","Freshwater fish, live, fresh or chilled",60840.64,60716.85,34417.75,32731.25,33705.4,37016.08
"1179","Ukraine","Mussels, live, fresh or chilled",83.64,84,84,0,0,0
"1180","Ukraine","Other crustaceans, live, fresh or chilled",3.6,18,0,0,0,0
"1181","Ukraine","Other fish, live, fresh or chilled",2389.28,2365.2,2340,0,0,0
"1182","Ukraine","Other fish, live, fresh or chilled",800,1640,1370,1047.6,1242,4148.82
"1183","Ukraine","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1184","Ukraine","Other pelagic fish, live, fresh or chilled",50,40,0,0,0,0
"1185","Ukraine","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1186","Ukraine","Salmonidae, live, fresh or chilled",1080,2028,1761.5,1321.2,1721,730.8
"1187","Un. Sov. Soc. Rep.","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"1188","Un. Sov. Soc. Rep.","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"1189","Un. Sov. Soc. Rep.","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"1190","Un. Sov. Soc. Rep.","Mussels, live, fresh or chilled",0,0,0,0,0,0
"1191","Un. Sov. Soc. Rep.","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1192","Un. Sov. Soc. Rep.","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1193","Un. Sov. Soc. Rep.","Salmonidae, live, fresh or chilled",0,0,0,0,0,0
"1194","Un. Sov. Soc. Rep.","Scallops, live, fresh or chilled",0,0,0,0,0,0
"1195","Un. Sov. Soc. Rep.","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,0
"1196","United Arab Emirates","Freshwater fish, live, fresh or chilled",255,414,390,140.7,114,114
"1197","United Arab Emirates","Other fish, live, fresh or chilled",525,150,300,480,3300,3300
"1198","United Arab Emirates","Other fish, live, fresh or chilled",2811,2146,1998,16975.6,20227.5,20902.5
"1199","United Arab Emirates","Other pelagic fish, live, fresh or chilled",0,0,0,0,525,525
"1200","United Arab Emirates","Other shrimps and prawns, live, fresh or chilled",2296,2870,3034,2558.4,1845,1845
"1201","United Arab Emirates","Oysters, live, fresh or chilled",0,0,0,0,25,50
"1202","United Kingdom","Clams, cockles and ark shells, live, fresh or chilled",9852.1,107.2,11669.8,19.68,0,0
"1203","United Kingdom","Fish of Gadiformes, live, fresh or chilled",0,0,0,0,0,0
"1204","United Kingdom","Flatfish, live, fresh or chilled",437.73,1077.76,983.89,1157.93,0,1230.77
"1205","United Kingdom","Freshwater fish, live, fresh or chilled",4333.63,6213.14,4241.58,4729.24,7282.94,7564.99
"1206","United Kingdom","Mussels, live, fresh or chilled",58479.01,51299.84,38883.8,23000.01,25194.7,23892.26
"1207","United Kingdom","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"1208","United Kingdom","Other fish, live, fresh or chilled",0,0,0,0,1218.95,0
"1209","United Kingdom","Other fish, live, fresh or chilled",0,0,74.86,27,0,0
"1210","United Kingdom","Other fish, live, fresh or chilled",1772.82,1851.15,0,0,0,0
"1211","United Kingdom","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1212","United Kingdom","Oysters, live, fresh or chilled",6735.09,6980.97,6630.24,8180.58,9987.33,10336.46
"1213","United Kingdom","Salmonidae, live, fresh or chilled",0,0,0,0,0,0
"1214","United Kingdom","Salmonidae, live, fresh or chilled",39072.89,53937.86,48872.26,45485.71,44872.92,47195.75
"1215","United Kingdom","Salmonidae, live, fresh or chilled",1069747.4,1195072.25,995694.96,1048951.73,1365645.33,1253783.13
"1216","United Kingdom","Scallops, live, fresh or chilled",86.35,111.88,100.08,115.68,160.39,166.26
"1217","United States of America","Abalone, live, fresh or chilled",8538.48,4818.33,4818.33,4818.33,4818.33,6451.06
"1218","United States of America","Clams, cockles and ark shells, live, fresh or chilled",107205.57,102248.14,100201.67,137083.72,128536.91,123318.06
"1219","United States of America","Crabs, live, fresh or chilled",0,0,0,0,0,0
"1220","United States of America","Freshwater fish, live, fresh or chilled",437775.57,414301.07,429049.05,452010.23,442613.74,398034.36
"1221","United States of America","Mussels, live, fresh or chilled",7798,9783.84,10191.6,10479.75,10388.72,9590.95
"1222","United States of America","Other crustaceans, live, fresh or chilled",144336,172045.57,199349.7,196692.72,189605.48,220953.28
"1223","United States of America","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1224","United States of America","Other fish, live, fresh or chilled",78160,78160,78160,78160,79960,8645.4
"1225","United States of America","Other fish, live, fresh or chilled",13539.22,13527,13527,11663,11663,30402.68
"1226","United States of America","Other molluscs, live, fresh or chilled",0,0,0,0,0,0
"1227","United States of America","Other pelagic fish, live, fresh or chilled",2400,2400,2400,2400,2400,2400
"1228","United States of America","Other shrimps and prawns, live, fresh or chilled",1220.07,1220.07,1220.07,1220.07,1220.07,894.78
"1229","United States of America","Other shrimps and prawns, live, fresh or chilled",7107.74,10316.03,11136.85,10075.61,10075.61,12555.95
"1230","United States of America","Oysters, live, fresh or chilled",191368.29,146879.85,146689.24,191204.16,186664.05,250584.33
"1231","United States of America","Salmonidae, live, fresh or chilled",71851.48,76201.19,76748.31,79556.74,83150.55,95743.6
"1232","United States of America","Salmonidae, live, fresh or chilled",104706.3,76186.33,76186.33,67653.3,61383.3,67327.26
"1233","United States of America","Scallops, live, fresh or chilled",0,0,0,0,0,0
"1234","Uruguay","Freshwater fish, live, fresh or chilled",69.96,58.94,2.2,11.15,0,20.83
"1235","Uruguay","Other crustaceans, live, fresh or chilled",2.44,0,0,0,0,0
"1236","Uruguay","Other fish, live, fresh or chilled",5677.18,7893.82,1878.88,2228.74,2937.76,3456.58
"1237","Uruguay","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1238","Uruguay","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",15.44,0,41.07,28.85,0,0
"1239","Uruguay","Others",19.53,0,0,0,0,0
"1240","Uzbekistan","Freshwater fish, live, fresh or chilled",51427.98,66164.73,82423.99,82472.81,118187.5,128927.2
"1241","Uzbekistan","Other fish, live, fresh or chilled",0,0,0,0,0,1520
"1242","Uzbekistan","Salmonidae, live, fresh or chilled",1044.9,1161,1161,1161,1509.3,1648.62
"1243","Vanuatu","Freshwater fish, live, fresh or chilled",361.74,345.11,13.59,19.82,27.72,27.48
"1244","Vanuatu","Other fish, live, fresh or chilled",38.08,37.09,0,0,0,0
"1245","Vanuatu","Other shrimps and prawns, live, fresh or chilled",285.59,292.05,165.24,231.42,46.37,0
"1246","Vanuatu","Other shrimps and prawns, live, fresh or chilled",4.19,1.2,5.41,3.04,10.17,1.78
"1247","Venezuela, Boliv Rep of","Freshwater fish, live, fresh or chilled",61791.79,116664.97,12812.5,11090,11037.5,11037.5
"1248","Venezuela, Boliv Rep of","Mussels, live, fresh or chilled",0,1.86,2.12,10.5,7.5,7.5
"1249","Venezuela, Boliv Rep of","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1250","Venezuela, Boliv Rep of","Other shrimps and prawns, live, fresh or chilled",80000,101250,61321.5,96579,110250,110250
"1251","Venezuela, Boliv Rep of","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1252","Venezuela, Boliv Rep of","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1253","Venezuela, Boliv Rep of","Salmonidae, live, fresh or chilled",7440.52,18655.36,632,372,320,320
"1254","Venezuela, Boliv Rep of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,0
"1255","Viet Nam","Crabs, live, fresh or chilled",113756.56,606684.34,555788.63,664965.36,660401.26,398347.11
"1256","Viet Nam","Freshwater fish, live, fresh or chilled",139076.12,182031.65,265934.38,239791.95,266759.13,282275.44
"1257","Viet Nam","Freshwater fish, live, fresh or chilled",4174230.22,4005870.9,3993463.88,4067434.25,4225669.58,3869583.19
"1258","Viet Nam","Other fish, live, fresh or chilled",182742.5,172590,0,0,0,0
"1259","Viet Nam","Other fish, live, fresh or chilled",6000,3465,3926.35,4693.95,6652.8,13254.2
"1260","Viet Nam","Other fish, live, fresh or chilled",12000,12000,27944.85,31255.32,34659.78,36000
"1261","Viet Nam","Other molluscs, live, fresh or chilled",10000,10000,10000,10000,0,0
"1262","Viet Nam","Other molluscs, live, fresh or chilled",181470,188881,232579.99,262952.92,284965.52,3692812.17
"1263","Viet Nam","Other pelagic fish, live, fresh or chilled",5619,7992,4584,4683,5088.24,4455.73
"1264","Viet Nam","Other shrimps and prawns, live, fresh or chilled",1916959,2645768,3716628.39,3771038.52,4120115.96,6044420.12
"1265","Viet Nam","Other shrimps and prawns, live, fresh or chilled",19140,23204,30117.44,33351.32,60345.96,52827.1
"1266","Viet Nam","Rock lobster and other sea crawfish, live, fresh or chilled",15515.92,27214.1,27504.93,29226.11,30548.23,30956.37
"1267","Viet Nam","Sea cucumbers, live, fresh or chilled",310.51,307.36,299.57,296.33,290.57,143.79
"1268","Viet Nam","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",1916.01,1979.02,3534.17,3064.96,2965.05,5289.02
"1269","Viet Nam","Others",12642,15746,16054.66,18935.81,18485.98,35708.53
"1270","Yemen","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1271","Yugoslavia SFR","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"1272","Yugoslavia SFR","Mussels, live, fresh or chilled",0,0,0,0,0,0
"1273","Yugoslavia SFR","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1274","Yugoslavia SFR","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1275","Yugoslavia SFR","Oysters, live, fresh or chilled",0,0,0,0,0,0
"1276","Yugoslavia SFR","Salmonidae, live, fresh or chilled",0,0,0,0,0,0
"1277","Zambia","Freshwater fish, live, fresh or chilled",67621.51,67374.27,65897.42,52360.83,56639.26,58088.71
"1278","Zambia","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"1279","Zanzibar","Other fish, live, fresh or chilled",10.38,17.3,5.89,14.15,2.54,2.99
"1280","Zanzibar","Sea cucumbers, live, fresh or chilled",0,0,0,6.13,14.69,27.68
"1281","Zanzibar","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",1401.44,1657.57,1776.35,2042.13,1981.86,1830.74
"1282","Zimbabwe","Freshwater fish, live, fresh or chilled",25025,26300,26300,25012.5,25550,26262.5
"1283","Zimbabwe","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1284","Zimbabwe","Salmonidae, live, fresh or chilled",400,400,400,400,400,400
